Tempo,Pot. Ativa,FP,FR,FNL
440.749,82.08,0.98,0.22,0.0
440.753,82.07,0.98,0.22,0.0
440.756,82.06,0.98,0.22,0.0
440.76,82.05,0.98,0.22,0.0
440.764,82.05,0.98,0.22,0.0
440.767,82.04,0.98,0.22,0.0
440.771,82.03,0.98,0.22,0.0
440.775,82.02,0.98,0.22,0.0
440.778,82.01,0.98,0.22,0.0
440.782,82.01,0.98,0.22,0.0
440.786,82.0,0.98,0.22,0.0
440.789,81.99,0.98,0.22,0.0
440.793,81.98,0.98,0.22,0.0
440.797,81.97,0.98,0.22,0.0
440.801,81.96,0.98,0.22,0.0
440.804,81.95,0.98,0.22,0.0
440.808,81.95,0.98,0.22,0.0
440.812,81.94,0.98,0.22,0.0
440.815,81.93,0.98,0.22,0.0
440.819,81.92,0.98,0.22,0.0
440.823,81.91,0.98,0.22,0.0
440.826,81.9,0.98,0.22,0.0
440.83,81.89,0.98,0.22,0.0
440.834,81.88,0.98,0.22,0.0
440.837,81.87,0.98,0.22,0.0
440.841,81.86,0.98,0.22,0.0
440.845,81.85,0.98,0.22,0.0
440.848,81.84,0.98,0.22,0.0
440.852,81.82,0.98,0.22,0.0
440.856,81.82,0.98,0.22,0.0
440.859,81.81,0.98,0.22,0.0
440.863,81.8,0.98,0.22,0.0
440.867,81.79,0.98,0.22,0.0
440.87,81.78,0.98,0.22,0.0
440.874,81.77,0.98,0.22,0.0
440.878,81.76,0.98,0.22,0.0
440.882,81.75,0.98,0.22,0.0
440.885,81.74,0.98,0.22,0.0
440.889,81.73,0.98,0.22,0.0
440.893,81.72,0.98,0.22,0.0
440.896,81.71,0.98,0.22,0.0
440.9,81.7,0.98,0.22,0.0
440.904,81.69,0.98,0.22,0.0
440.907,81.68,0.98,0.22,0.0
440.911,81.67,0.98,0.22,0.0
440.915,81.67,0.98,0.22,0.0
440.918,81.66,0.98,0.22,0.0
440.922,81.65,0.98,0.22,0.0
440.926,81.64,0.98,0.22,0.0
440.929,81.63,0.98,0.22,0.0
440.933,81.62,0.98,0.22,0.0
440.937,81.62,0.98,0.22,0.0
440.94,81.61,0.98,0.22,0.0
440.944,81.6,0.98,0.22,0.0
440.948,81.59,0.98,0.22,0.0
440.952,81.58,0.98,0.22,0.0
440.955,81.58,0.98,0.22,0.0
440.959,81.57,0.98,0.22,0.0
440.963,81.56,0.98,0.22,0.0
440.966,81.56,0.98,0.22,0.0
440.97,81.55,0.98,0.22,0.0
440.974,81.55,0.98,0.22,0.0
440.977,81.54,0.98,0.22,0.0
440.981,81.53,0.98,0.22,0.0
440.985,81.53,0.98,0.22,0.0
440.988,81.52,0.98,0.22,0.0
440.992,81.52,0.98,0.22,0.0
440.996,81.51,0.98,0.22,0.0
440.999,81.5,0.98,0.22,0.0
441.003,81.49,0.98,0.22,0.0
441.007,81.49,0.98,0.22,0.0
441.01,81.48,0.98,0.22,0.0
441.014,81.48,0.98,0.22,0.0
441.018,81.47,0.98,0.22,0.0
441.022,81.47,0.98,0.22,0.0
441.025,81.46,0.98,0.22,0.0
441.029,81.45,0.98,0.22,0.0
441.033,81.45,0.98,0.22,0.0
441.036,81.44,0.98,0.22,0.0
441.04,81.43,0.98,0.22,0.0
441.044,81.42,0.98,0.22,0.0
441.047,81.42,0.98,0.22,0.0
441.051,81.41,0.98,0.22,0.0
441.055,81.4,0.98,0.22,0.0
441.058,81.4,0.98,0.22,0.0
441.062,81.39,0.98,0.22,0.0
441.066,81.39,0.98,0.22,0.0
441.069,81.38,0.98,0.22,0.0
441.073,81.37,0.98,0.22,0.0
441.077,81.36,0.98,0.22,0.0
441.08,81.36,0.98,0.22,0.0
441.084,81.35,0.98,0.22,0.0
441.088,81.34,0.98,0.22,0.0
441.092,81.33,0.98,0.22,0.0
441.095,81.32,0.98,0.22,0.0
441.099,81.32,0.98,0.22,0.0
441.103,81.31,0.98,0.22,0.0
441.106,81.3,0.98,0.22,0.0
441.11,81.29,0.98,0.22,0.0
441.114,81.28,0.98,0.22,0.0
441.117,81.27,0.98,0.22,0.0
441.121,81.26,0.98,0.22,0.0
441.125,81.26,0.98,0.22,0.0
441.128,81.25,0.98,0.22,0.0
441.132,81.24,0.98,0.22,0.0
441.136,81.23,0.98,0.22,0.0
441.139,81.23,0.98,0.22,0.0
441.143,81.22,0.98,0.22,0.0
441.147,81.21,0.98,0.22,0.0
441.15,81.21,0.98,0.22,0.0
441.154,81.2,0.98,0.22,0.0
441.158,81.19,0.98,0.22,0.0
441.162,81.19,0.98,0.22,0.0
441.165,81.18,0.98,0.22,0.0
441.169,81.18,0.98,0.22,0.0
441.173,81.17,0.98,0.22,0.0
441.176,81.17,0.98,0.22,0.0
441.18,81.16,0.98,0.22,0.0
441.184,81.16,0.98,0.22,0.0
441.187,81.15,0.98,0.22,0.0
441.191,81.14,0.98,0.22,0.0
441.195,81.13,0.98,0.22,0.0
441.198,81.13,0.98,0.22,0.0
441.202,81.12,0.98,0.22,0.0
441.206,81.12,0.98,0.22,0.0
441.209,81.11,0.98,0.22,0.0
441.213,81.11,0.98,0.22,0.0
441.217,81.1,0.98,0.22,0.0
441.22,81.1,0.98,0.22,0.0
441.224,81.09,0.98,0.22,0.0
441.228,81.09,0.98,0.22,0.0
441.231,81.08,0.98,0.22,0.0
441.235,81.08,0.98,0.22,0.0
441.239,81.07,0.98,0.22,0.0
441.243,81.07,0.98,0.22,0.0
441.246,81.06,0.98,0.22,0.0
441.25,81.06,0.98,0.22,0.0
441.254,81.05,0.98,0.22,0.0
441.257,81.05,0.98,0.22,0.0
441.261,81.04,0.98,0.22,0.0
441.265,81.04,0.98,0.22,0.0
441.268,81.03,0.98,0.22,0.0
441.272,81.03,0.98,0.22,0.0
441.276,81.03,0.98,0.22,0.0
441.279,81.02,0.98,0.22,0.0
441.283,81.02,0.98,0.22,0.0
441.287,81.01,0.98,0.22,0.0
441.29,81.01,0.98,0.22,0.0
441.294,81.0,0.98,0.22,0.0
441.298,80.99,0.98,0.22,0.0
441.301,80.99,0.98,0.22,0.0
441.305,80.98,0.98,0.22,0.0
441.309,80.98,0.98,0.22,0.0
441.313,80.97,0.98,0.22,0.0
441.316,80.97,0.98,0.22,0.0
441.32,80.96,0.98,0.22,0.0
441.324,80.96,0.98,0.22,0.0
441.327,80.95,0.98,0.22,0.0
441.331,80.95,0.98,0.22,0.0
441.335,80.94,0.98,0.22,0.0
441.338,80.94,0.98,0.22,0.0
441.342,80.93,0.98,0.22,0.0
441.346,80.92,0.98,0.22,0.0
441.349,80.92,0.98,0.22,0.0
441.353,80.91,0.98,0.22,0.0
441.357,80.9,0.98,0.22,0.0
441.36,80.9,0.98,0.22,0.0
441.364,80.89,0.98,0.22,0.0
441.368,80.88,0.98,0.22,0.0
441.371,80.88,0.98,0.22,0.0
441.375,80.87,0.98,0.22,0.0
441.379,80.86,0.98,0.22,0.0
441.382,80.86,0.98,0.22,0.0
441.386,80.85,0.98,0.22,0.0
441.39,80.84,0.98,0.22,0.0
441.394,80.83,0.98,0.22,0.0
441.397,80.83,0.98,0.22,0.0
441.401,80.82,0.98,0.22,0.0
441.405,80.81,0.98,0.22,0.0
441.408,80.81,0.98,0.22,0.0
441.412,80.8,0.98,0.22,0.0
441.416,80.8,0.98,0.22,0.0
441.419,80.79,0.98,0.22,0.0
441.423,80.78,0.98,0.22,0.0
441.427,80.77,0.98,0.22,0.0
441.43,80.77,0.98,0.22,0.0
441.434,80.76,0.98,0.22,0.0
441.438,80.75,0.98,0.22,0.0
441.441,80.75,0.98,0.22,0.0
441.445,80.74,0.98,0.22,0.0
441.449,80.74,0.98,0.22,0.0
441.452,80.73,0.98,0.22,0.0
441.456,80.72,0.98,0.22,0.0
441.46,80.72,0.98,0.22,0.0
441.464,80.72,0.98,0.22,0.0
441.467,80.71,0.98,0.22,0.0
441.471,80.71,0.98,0.22,0.0
441.475,80.7,0.98,0.22,0.0
441.478,80.7,0.98,0.22,0.0
441.482,80.69,0.98,0.22,0.0
441.486,80.69,0.98,0.22,0.0
441.489,80.68,0.98,0.22,0.0
441.493,80.68,0.98,0.22,0.0
441.497,80.67,0.98,0.22,0.0
441.5,80.67,0.98,0.22,0.0
441.504,80.66,0.98,0.22,0.0
441.508,80.66,0.98,0.22,0.0
441.511,80.65,0.98,0.22,0.0
441.515,80.65,0.98,0.22,0.0
441.519,80.64,0.98,0.22,0.0
441.522,80.63,0.98,0.22,0.0
441.526,80.63,0.98,0.22,0.0
441.53,80.62,0.98,0.22,0.0
441.534,80.61,0.98,0.22,0.0
441.537,80.61,0.98,0.22,0.0
441.541,80.6,0.98,0.22,0.0
441.545,80.59,0.98,0.22,0.0
441.548,80.59,0.98,0.22,0.0
441.552,80.58,0.98,0.22,0.0
441.556,80.57,0.98,0.22,0.0
441.559,80.57,0.98,0.22,0.0
441.563,80.56,0.98,0.22,0.0
441.567,80.55,0.98,0.22,0.0
441.57,80.55,0.98,0.22,0.0
441.574,80.54,0.98,0.22,0.0
441.578,80.53,0.98,0.22,0.0
441.581,80.53,0.98,0.22,0.0
441.585,80.52,0.98,0.22,0.0
441.589,80.51,0.98,0.22,0.0
441.592,80.51,0.98,0.22,0.0
441.596,80.5,0.98,0.22,0.0
441.6,80.5,0.98,0.22,0.0
441.603,80.49,0.98,0.22,0.0
441.607,80.48,0.98,0.22,0.0
441.611,80.48,0.98,0.22,0.0
441.615,80.47,0.98,0.22,0.0
441.618,80.47,0.98,0.22,0.0
441.622,80.46,0.98,0.22,0.0
441.626,80.46,0.98,0.22,0.0
441.629,80.45,0.98,0.22,0.0
441.633,80.45,0.98,0.22,0.0
441.637,80.44,0.98,0.22,0.0
441.64,80.44,0.98,0.22,0.0
441.644,80.43,0.98,0.22,0.0
441.648,80.43,0.98,0.22,0.0
441.651,80.42,0.98,0.22,0.0
441.655,80.41,0.98,0.22,0.0
441.659,80.41,0.98,0.22,0.0
441.662,80.4,0.98,0.22,0.0
441.666,80.4,0.98,0.22,0.0
441.67,80.39,0.98,0.22,0.0
441.673,80.38,0.98,0.22,0.0
441.677,80.37,0.98,0.22,0.0
441.681,80.37,0.98,0.22,0.0
441.685,80.36,0.98,0.22,0.0
441.688,80.35,0.98,0.22,0.0
441.692,80.35,0.98,0.22,0.0
441.696,80.34,0.98,0.22,0.0
441.699,80.33,0.98,0.22,0.0
441.703,80.33,0.98,0.22,0.0
441.707,80.32,0.98,0.22,0.0
441.71,80.31,0.98,0.22,0.0
441.714,80.31,0.98,0.22,0.0
441.718,80.3,0.98,0.22,0.0
441.721,80.3,0.98,0.22,0.0
441.725,80.29,0.98,0.22,0.0
441.729,80.28,0.98,0.22,0.0
441.732,80.28,0.98,0.22,0.0
441.736,80.27,0.98,0.22,0.0
441.74,80.26,0.98,0.22,0.0
441.743,80.25,0.98,0.22,0.0
441.747,80.25,0.98,0.22,0.0
441.751,80.24,0.98,0.22,0.0
441.754,80.23,0.98,0.22,0.0
441.758,80.23,0.98,0.22,0.0
441.762,80.22,0.98,0.22,0.0
441.766,80.21,0.98,0.22,0.0
441.769,80.2,0.98,0.22,0.0
441.773,80.2,0.98,0.22,0.0
441.777,80.19,0.98,0.22,0.0
441.78,80.18,0.98,0.22,0.0
441.784,80.18,0.98,0.22,0.0
441.788,80.17,0.98,0.22,0.0
441.791,80.17,0.98,0.22,0.0
441.795,80.16,0.98,0.22,0.0
441.799,80.16,0.98,0.22,0.0
441.802,80.15,0.98,0.22,0.0
441.806,80.15,0.98,0.22,0.0
441.81,80.14,0.98,0.22,0.0
441.813,80.14,0.98,0.22,0.0
441.817,80.13,0.98,0.22,0.0
441.821,80.12,0.98,0.22,0.0
441.824,80.12,0.98,0.22,0.0
441.828,80.11,0.98,0.22,0.0
441.832,80.11,0.98,0.22,0.0
441.836,80.1,0.98,0.22,0.0
441.839,80.1,0.98,0.22,0.0
441.843,80.09,0.98,0.22,0.0
441.847,80.09,0.98,0.22,0.0
441.85,80.09,0.98,0.22,0.0
441.854,80.08,0.98,0.22,0.0
441.858,80.08,0.98,0.22,0.0
441.861,80.07,0.98,0.22,0.0
441.865,80.07,0.98,0.22,0.0
441.869,80.07,0.98,0.22,0.0
441.872,80.07,0.98,0.22,0.0
441.876,80.06,0.98,0.22,0.0
441.88,80.06,0.98,0.22,0.0
441.883,80.05,0.98,0.22,0.0
441.887,80.05,0.98,0.22,0.0
441.891,80.05,0.98,0.22,0.0
441.894,80.04,0.98,0.22,0.0
441.898,80.05,0.98,0.22,0.0
441.902,80.04,0.98,0.22,0.0
441.905,80.04,0.98,0.22,0.0
441.909,80.04,0.98,0.22,0.0
441.913,80.04,0.98,0.22,0.0
441.917,80.04,0.98,0.22,0.0
441.92,80.03,0.98,0.22,0.0
441.924,80.03,0.98,0.22,0.0
441.928,80.03,0.98,0.22,0.0
441.931,80.03,0.98,0.22,0.0
441.935,80.02,0.98,0.22,0.0
441.939,80.02,0.98,0.22,0.0
441.942,80.02,0.98,0.22,0.0
441.946,80.02,0.98,0.22,0.0
441.95,80.02,0.98,0.22,0.0
441.953,80.02,0.98,0.22,0.0
441.957,80.02,0.98,0.22,0.0
441.961,80.01,0.98,0.22,0.0
441.964,80.01,0.98,0.22,0.0
441.968,80.01,0.98,0.22,0.0
441.972,80.0,0.98,0.22,0.0
441.975,80.0,0.98,0.22,0.0
441.979,80.0,0.98,0.22,0.0
441.983,80.0,0.98,0.22,0.0
441.987,79.99,0.98,0.22,0.0
441.99,79.99,0.98,0.22,0.0
441.994,79.98,0.98,0.22,0.0
441.998,79.98,0.98,0.22,0.0
442.001,79.98,0.98,0.22,0.0
442.005,79.97,0.98,0.22,0.0
442.009,79.97,0.98,0.22,0.0
442.012,79.97,0.98,0.22,0.0
442.016,79.96,0.98,0.22,0.0
442.02,79.95,0.98,0.22,0.0
442.023,79.95,0.98,0.22,0.0
442.027,79.94,0.98,0.22,0.0
442.031,79.94,0.98,0.22,0.0
442.034,79.93,0.98,0.22,0.0
442.038,79.93,0.98,0.22,0.0
442.042,79.92,0.98,0.22,0.0
442.045,79.91,0.98,0.22,0.0
442.049,79.91,0.98,0.22,0.0
442.053,79.9,0.98,0.22,0.0
442.057,79.9,0.98,0.22,0.0
442.06,79.89,0.98,0.22,0.0
442.064,79.88,0.98,0.22,0.0
442.068,79.88,0.98,0.22,0.0
442.071,79.87,0.98,0.22,0.0
442.075,79.86,0.98,0.22,0.0
442.079,79.85,0.98,0.22,0.0
442.082,79.85,0.98,0.22,0.0
442.086,79.84,0.98,0.22,0.0
442.09,79.84,0.98,0.22,0.0
442.093,79.83,0.98,0.22,0.0
442.097,79.83,0.98,0.22,0.0
442.101,79.83,0.98,0.22,0.0
442.104,79.82,0.98,0.22,0.0
442.108,79.82,0.98,0.22,0.0
442.112,79.81,0.98,0.22,0.0
442.115,79.81,0.98,0.22,0.0
442.119,79.8,0.98,0.22,0.0
442.123,79.8,0.98,0.22,0.0
442.126,79.8,0.98,0.22,0.0
442.13,79.79,0.98,0.22,0.0
442.134,79.79,0.98,0.22,0.0
442.138,79.78,0.98,0.22,0.0
442.141,79.78,0.98,0.22,0.0
442.145,79.78,0.98,0.22,0.0
442.149,79.78,0.98,0.22,0.0
442.152,79.77,0.98,0.22,0.0
442.156,79.77,0.98,0.22,0.0
442.16,79.76,0.98,0.22,0.0
442.163,79.76,0.98,0.22,0.0
442.167,79.75,0.98,0.22,0.0
442.171,79.75,0.98,0.22,0.0
442.174,79.75,0.98,0.22,0.0
442.178,79.74,0.98,0.22,0.0
442.182,79.74,0.98,0.22,0.0
442.185,79.74,0.98,0.22,0.0
442.189,79.74,0.98,0.22,0.0
442.193,79.73,0.98,0.22,0.0
442.196,79.73,0.98,0.22,0.0
442.2,79.73,0.98,0.22,0.0
442.204,79.72,0.98,0.22,0.0
442.208,79.72,0.98,0.22,0.0
442.211,79.71,0.98,0.22,0.0
442.215,79.71,0.98,0.22,0.0
442.219,79.71,0.98,0.22,0.0
442.222,79.7,0.98,0.22,0.0
442.226,79.7,0.98,0.22,0.0
442.23,79.69,0.98,0.22,0.0
442.233,79.69,0.98,0.22,0.0
442.237,79.69,0.98,0.22,0.0
442.241,79.68,0.98,0.22,0.0
442.244,79.68,0.98,0.22,0.0
442.248,79.68,0.98,0.22,0.0
442.252,79.67,0.98,0.22,0.0
442.255,79.67,0.98,0.22,0.0
442.259,79.66,0.98,0.22,0.0
442.263,79.66,0.98,0.22,0.0
442.266,79.65,0.98,0.22,0.0
442.27,79.65,0.98,0.22,0.0
442.274,79.64,0.98,0.22,0.0
442.277,79.64,0.98,0.22,0.0
442.281,79.63,0.98,0.22,0.0
442.285,79.63,0.98,0.22,0.0
442.289,79.63,0.98,0.22,0.0
442.292,79.62,0.98,0.22,0.0
442.296,79.62,0.98,0.22,0.0
442.3,79.62,0.98,0.22,0.0
442.303,79.61,0.98,0.22,0.0
442.307,79.61,0.98,0.22,0.0
442.311,79.6,0.98,0.22,0.0
442.314,79.6,0.98,0.22,0.0
442.318,79.59,0.98,0.22,0.0
442.322,79.59,0.98,0.22,0.0
442.325,79.59,0.98,0.22,0.0
442.329,79.58,0.98,0.22,0.0
442.333,79.58,0.98,0.22,0.0
442.336,79.58,0.98,0.22,0.0
442.34,79.57,0.98,0.22,0.0
442.344,79.57,0.98,0.22,0.0
442.347,79.57,0.98,0.22,0.0
442.351,79.56,0.98,0.22,0.0
442.355,79.55,0.98,0.22,0.0
442.359,79.55,0.98,0.22,0.0
442.362,79.54,0.98,0.22,0.0
442.366,79.54,0.98,0.22,0.0
442.37,79.54,0.98,0.22,0.0
442.373,79.53,0.98,0.22,0.0
442.377,79.53,0.98,0.22,0.0
442.381,79.53,0.98,0.22,0.0
442.384,79.52,0.98,0.22,0.0
442.388,79.52,0.98,0.22,0.0
442.392,79.51,0.98,0.22,0.0
442.395,79.51,0.98,0.22,0.0
442.399,79.51,0.98,0.22,0.0
442.403,79.5,0.98,0.22,0.0
442.406,79.5,0.98,0.22,0.0
442.41,79.5,0.98,0.22,0.0
442.414,79.49,0.98,0.22,0.0
442.417,79.49,0.98,0.22,0.0
442.421,79.49,0.98,0.22,0.0
442.425,79.49,0.98,0.22,0.0
442.429,79.48,0.98,0.22,0.0
442.432,79.48,0.98,0.22,0.0
442.436,79.48,0.98,0.22,0.0
442.44,79.48,0.98,0.22,0.0
442.443,79.47,0.98,0.22,0.0
442.447,79.47,0.98,0.22,0.0
442.451,79.47,0.98,0.22,0.0
442.454,79.46,0.98,0.22,0.0
442.458,79.46,0.98,0.22,0.0
442.462,79.46,0.98,0.22,0.0
442.465,79.46,0.98,0.22,0.0
442.469,79.45,0.98,0.22,0.0
442.473,79.45,0.98,0.22,0.0
442.476,79.45,0.98,0.22,0.0
442.48,79.45,0.98,0.22,0.0
442.484,79.44,0.98,0.22,0.0
442.487,79.44,0.98,0.22,0.0
442.491,79.44,0.98,0.22,0.0
442.495,79.43,0.98,0.22,0.0
442.499,79.43,0.98,0.22,0.0
442.502,79.42,0.98,0.22,0.0
442.506,79.42,0.98,0.22,0.0
442.51,79.41,0.98,0.22,0.0
442.513,79.41,0.98,0.22,0.0
442.517,79.41,0.98,0.22,0.0
442.521,79.4,0.98,0.22,0.0
442.524,79.4,0.98,0.22,0.0
442.528,79.39,0.98,0.22,0.0
442.532,79.39,0.98,0.22,0.0
442.535,79.39,0.98,0.22,0.0
442.539,79.38,0.98,0.22,0.0
442.543,79.38,0.98,0.22,0.0
442.546,79.37,0.98,0.22,0.0
442.55,79.37,0.98,0.22,0.0
442.554,79.36,0.98,0.22,0.0
442.557,79.36,0.98,0.22,0.0
442.561,79.35,0.98,0.22,0.0
442.565,79.35,0.98,0.22,0.0
442.569,79.35,0.98,0.22,0.0
442.572,79.35,0.98,0.22,0.0
442.576,79.34,0.98,0.22,0.0
442.58,79.34,0.98,0.22,0.0
442.583,79.34,0.98,0.22,0.0
442.587,79.33,0.98,0.22,0.0
442.591,79.33,0.98,0.22,0.0
442.594,79.32,0.98,0.22,0.0
442.598,79.32,0.98,0.22,0.0
442.602,79.32,0.98,0.22,0.0
442.605,79.32,0.98,0.22,0.0
442.609,79.31,0.98,0.22,0.0
442.613,79.31,0.98,0.22,0.0
442.616,79.31,0.98,0.22,0.0
442.62,79.31,0.98,0.22,0.0
442.624,79.31,0.98,0.22,0.0
442.627,79.3,0.98,0.22,0.0
442.631,79.3,0.98,0.22,0.0
442.635,79.3,0.98,0.22,0.0
442.638,79.3,0.98,0.22,0.0
442.642,79.29,0.98,0.22,0.0
442.646,79.29,0.98,0.22,0.0
442.65,79.29,0.98,0.22,0.0
442.653,79.29,0.98,0.22,0.0
442.657,79.29,0.98,0.22,0.0
442.661,79.28,0.98,0.22,0.0
442.664,79.29,0.98,0.22,0.0
442.668,79.28,0.98,0.22,0.0
442.672,79.28,0.98,0.22,0.0
442.675,79.28,0.98,0.22,0.0
442.679,79.28,0.98,0.22,0.0
442.683,79.28,0.98,0.22,0.0
442.686,79.27,0.98,0.22,0.0
442.69,79.27,0.98,0.22,0.0
442.694,79.26,0.98,0.22,0.0
442.697,79.26,0.98,0.22,0.0
442.701,79.26,0.98,0.22,0.0
442.705,79.26,0.98,0.22,0.0
442.708,79.26,0.98,0.22,0.0
442.712,79.25,0.98,0.22,0.0
442.716,79.25,0.98,0.22,0.0
442.72,79.25,0.98,0.22,0.0
442.723,79.24,0.98,0.22,0.0
442.727,79.24,0.98,0.22,0.0
442.731,79.24,0.98,0.22,0.0
442.734,79.23,0.98,0.22,0.0
442.738,79.23,0.98,0.22,0.0
442.742,79.23,0.98,0.22,0.0
442.745,79.22,0.98,0.22,0.0
442.749,79.22,0.98,0.22,0.0
442.753,79.21,0.98,0.22,0.0
442.756,79.21,0.98,0.22,0.0
442.76,79.21,0.98,0.22,0.0
442.764,79.21,0.98,0.22,0.0
442.767,79.2,0.98,0.22,0.0
442.771,79.2,0.98,0.22,0.0
442.775,79.2,0.98,0.22,0.0
442.778,79.19,0.98,0.22,0.0
442.782,79.19,0.98,0.22,0.0
442.786,79.19,0.98,0.22,0.0
442.79,79.18,0.98,0.22,0.0
442.793,79.18,0.98,0.22,0.0
442.797,79.18,0.98,0.22,0.0
442.801,79.17,0.98,0.22,0.0
442.804,79.17,0.98,0.22,0.0
442.808,79.17,0.98,0.22,0.0
442.812,79.16,0.98,0.22,0.0
442.815,79.16,0.98,0.22,0.0
442.819,79.16,0.98,0.22,0.0
442.823,79.16,0.98,0.22,0.0
442.826,79.15,0.98,0.22,0.0
442.83,79.15,0.98,0.22,0.0
442.834,79.14,0.98,0.22,0.0
442.837,79.14,0.98,0.22,0.0
442.841,79.14,0.98,0.22,0.0
442.845,79.13,0.98,0.22,0.0
442.848,79.13,0.98,0.22,0.0
442.852,79.13,0.98,0.22,0.0
442.856,79.13,0.98,0.22,0.0
442.859,79.12,0.98,0.22,0.0
442.863,79.12,0.98,0.22,0.0
442.867,79.12,0.98,0.22,0.0
442.871,79.12,0.98,0.22,0.0
442.874,79.12,0.98,0.22,0.0
442.878,79.11,0.98,0.22,0.0
442.882,79.11,0.98,0.22,0.0
442.885,79.11,0.98,0.22,0.0
442.889,79.11,0.98,0.22,0.0
442.893,79.1,0.98,0.22,0.0
442.896,79.1,0.98,0.22,0.0
442.9,79.1,0.98,0.22,0.0
442.904,79.1,0.98,0.22,0.0
442.907,79.1,0.98,0.22,0.0
442.911,79.09,0.98,0.22,0.0
442.915,79.09,0.98,0.22,0.0
442.918,79.09,0.98,0.22,0.0
442.922,79.09,0.98,0.22,0.0
442.926,79.08,0.98,0.22,0.0
442.929,79.08,0.98,0.22,0.0
442.933,79.08,0.98,0.22,0.0
442.937,79.08,0.98,0.22,0.0
442.941,79.08,0.98,0.22,0.0
442.944,79.07,0.98,0.22,0.0
442.948,79.07,0.98,0.22,0.0
442.952,79.07,0.98,0.22,0.0
442.955,79.06,0.98,0.22,0.0
442.959,79.06,0.98,0.22,0.0
442.963,79.06,0.98,0.22,0.0
442.966,79.05,0.98,0.22,0.0
442.97,79.05,0.98,0.22,0.0
442.974,79.05,0.98,0.22,0.0
442.977,79.04,0.98,0.22,0.0
442.981,79.04,0.98,0.22,0.0
442.985,79.03,0.98,0.22,0.0
442.988,79.03,0.98,0.22,0.0
442.992,79.03,0.98,0.22,0.0
442.996,79.02,0.98,0.22,0.0
442.999,79.02,0.98,0.22,0.0
443.003,79.02,0.98,0.22,0.0
443.007,79.02,0.98,0.22,0.0
443.011,79.01,0.98,0.22,0.0
443.014,79.01,0.98,0.22,0.0
443.018,79.0,0.98,0.22,0.0
443.022,79.0,0.98,0.22,0.0
443.025,79.0,0.98,0.22,0.0
443.029,78.99,0.98,0.22,0.0
443.033,78.99,0.98,0.22,0.0
443.036,78.98,0.98,0.22,0.0
443.04,78.98,0.98,0.22,0.0
443.044,78.98,0.98,0.22,0.0
443.047,78.98,0.98,0.21,0.0
443.051,78.98,0.98,0.21,0.0
443.055,78.98,0.98,0.21,0.0
443.058,78.97,0.98,0.22,0.0
443.062,78.97,0.98,0.21,0.0
443.066,78.97,0.98,0.21,0.0
443.069,78.96,0.98,0.21,0.0
443.073,78.96,0.98,0.21,0.0
443.077,78.96,0.98,0.21,0.0
443.08,78.96,0.98,0.21,0.0
443.084,78.96,0.98,0.21,0.0
443.088,78.96,0.98,0.21,0.0
443.092,78.96,0.98,0.21,0.0
443.095,78.96,0.98,0.21,0.0
443.099,78.96,0.98,0.21,0.0
443.103,78.95,0.98,0.21,0.0
443.106,78.95,0.98,0.21,0.0
443.11,78.95,0.98,0.21,0.0
443.114,78.95,0.98,0.21,0.0
443.117,78.95,0.98,0.21,0.0
443.121,78.95,0.98,0.21,0.0
443.125,78.95,0.98,0.21,0.0
443.128,78.94,0.98,0.21,0.0
443.132,78.94,0.98,0.21,0.0
443.136,78.94,0.98,0.21,0.0
443.139,78.94,0.98,0.21,0.0
443.143,78.94,0.98,0.21,0.0
443.147,78.94,0.98,0.21,0.0
443.15,78.94,0.98,0.21,0.0
443.154,78.94,0.98,0.21,0.0
443.158,78.93,0.98,0.21,0.0
443.162,78.93,0.98,0.21,0.0
443.165,78.93,0.98,0.21,0.0
443.169,78.93,0.98,0.21,0.0
443.173,78.93,0.98,0.21,0.0
443.176,78.92,0.98,0.21,0.0
443.18,78.92,0.98,0.21,0.0
443.184,78.92,0.98,0.21,0.0
443.187,78.92,0.98,0.21,0.0
443.191,78.92,0.98,0.21,0.0
443.195,78.91,0.98,0.21,0.0
443.198,78.91,0.98,0.21,0.0
443.202,78.91,0.98,0.21,0.0
443.206,78.91,0.98,0.21,0.0
443.209,78.9,0.98,0.21,0.0
443.213,78.9,0.98,0.21,0.0
443.217,78.9,0.98,0.21,0.0
443.22,78.9,0.98,0.21,0.0
443.224,78.9,0.98,0.21,0.0
443.228,78.89,0.98,0.21,0.0
443.231,78.89,0.98,0.21,0.0
443.235,78.89,0.98,0.21,0.0
443.239,78.89,0.98,0.21,0.0
443.243,78.88,0.98,0.21,0.0
443.246,78.88,0.98,0.21,0.0
443.25,78.88,0.98,0.21,0.0
443.254,78.87,0.98,0.21,0.0
443.257,78.87,0.98,0.21,0.0
443.261,78.87,0.98,0.21,0.0
443.265,78.87,0.98,0.21,0.0
443.268,78.86,0.98,0.21,0.0
443.272,78.86,0.98,0.21,0.0
443.276,78.86,0.98,0.21,0.0
443.279,78.86,0.98,0.21,0.0
443.283,78.86,0.98,0.21,0.0
443.287,78.85,0.98,0.21,0.0
443.29,78.85,0.98,0.21,0.0
443.294,78.85,0.98,0.21,0.0
443.298,78.85,0.98,0.21,0.0
443.301,78.84,0.98,0.21,0.0
443.305,78.84,0.98,0.21,0.0
443.309,78.84,0.98,0.21,0.0
443.313,78.84,0.98,0.21,0.0
443.316,78.84,0.98,0.21,0.0
