pa,fp,fr,fnl,tempo,delta_p
57.71,0.93,-0.16,-0.01,327433,-0.19999999999999574
57.52,0.93,-0.16,-0.01,327437,-0.18999999999999773
57.31,0.93,-0.16,-0.01,327441,-0.21000000000000085
57.1,0.93,-0.16,-0.01,327444,-0.21000000000000085
56.9,0.93,-0.16,-0.01,327448,-0.20000000000000284
56.71,0.93,-0.16,-0.01,327452,-0.18999999999999773
56.54,0.93,-0.16,-0.01,327455,-0.1700000000000017
56.38,0.93,-0.16,-0.01,327459,-0.1599999999999966
56.25,0.92,-0.16,-0.01,327463,-0.13000000000000256
56.13,0.92,-0.16,-0.01,327466,-0.11999999999999744
56.05,0.92,-0.16,-0.01,327470,-0.0800000000000054
55.98,0.91,-0.16,-0.01,327474,-0.07000000000000028
55.95,0.91,-0.16,-0.01,327478,-0.02999999999999403
55.94,0.91,-0.16,-0.01,327481,-0.010000000000005116
55.97,0.9,-0.16,-0.0,327485,0.030000000000001137
56.01,0.9,-0.16,-0.0,327489,0.03999999999999915
56.07,0.9,-0.16,-0.0,327492,0.060000000000002274
56.15,0.89,-0.16,-0.0,327496,0.0799999999999983
56.24,0.89,-0.16,-0.0,327500,0.09000000000000341
56.33,0.89,-0.16,-0.0,327504,0.0899999999999963
56.42,0.89,-0.16,-0.0,327507,0.09000000000000341
56.51,0.89,-0.16,-0.0,327511,0.0899999999999963
56.58,0.89,-0.16,-0.0,327515,0.07000000000000028
56.66,0.89,-0.16,-0.0,327518,0.0799999999999983
56.72,0.9,-0.16,-0.0,327522,0.060000000000002274
56.77,0.9,-0.16,-0.0,327526,0.05000000000000426
56.81,0.9,-0.16,-0.0,327530,0.03999999999999915
56.84,0.9,-0.16,-0.0,327533,0.030000000000001137
56.87,0.9,-0.16,-0.0,327537,0.02999999999999403
56.91,0.9,-0.16,-0.0,327541,0.03999999999999915
56.97,0.9,-0.16,-0.0,327544,0.060000000000002274
57.07,0.89,-0.16,-0.0,327548,0.10000000000000142
57.22,0.89,-0.15,0.0,327552,0.14999999999999858
57.41,0.88,-0.15,0.0,327555,0.18999999999999773
57.65,0.88,-0.15,0.01,327559,0.240000000000002
57.93,0.87,-0.15,0.01,327563,0.28000000000000114
58.23,0.87,-0.15,0.01,327567,0.29999999999999716
58.56,0.87,-0.15,0.01,327570,0.3300000000000054
58.88,0.86,-0.15,0.01,327574,0.3200000000000003
59.21,0.87,-0.15,0.01,327578,0.3299999999999983
59.51,0.87,-0.15,0.01,327581,0.29999999999999716
59.79,0.87,-0.15,0.01,327585,0.28000000000000114
60.03,0.88,-0.15,0.01,327589,0.240000000000002
60.23,0.88,-0.15,0.0,327592,0.19999999999999574
60.37,0.89,-0.15,0.0,327596,0.14000000000000057
60.46,0.89,-0.15,0.0,327600,0.09000000000000341
60.49,0.9,-0.15,-0.0,327604,0.030000000000001137
60.47,0.91,-0.16,-0.0,327607,-0.020000000000003126
60.4,0.92,-0.16,-0.01,327611,-0.07000000000000028
60.27,0.92,-0.16,-0.01,327615,-0.12999999999999545
60.11,0.93,-0.16,-0.01,327618,-0.1600000000000037
59.9,0.93,-0.16,-0.01,327622,-0.21000000000000085
59.67,0.94,-0.16,-0.01,327626,-0.22999999999999687
59.43,0.94,-0.16,-0.02,327629,-0.240000000000002
59.16,0.94,-0.16,-0.02,327633,-0.2700000000000031
58.9,0.94,-0.16,-0.02,327637,-0.259999999999998
58.65,0.94,-0.16,-0.02,327641,-0.25
58.41,0.94,-0.16,-0.02,327644,-0.240000000000002
58.17,0.94,-0.16,-0.02,327648,-0.23999999999999488
57.97,0.94,-0.16,-0.01,327652,-0.20000000000000284
57.78,0.93,-0.16,-0.01,327655,-0.18999999999999773
57.62,0.93,-0.16,-0.01,327659,-0.1600000000000037
57.47,0.93,-0.16,-0.01,327663,-0.14999999999999858
57.35,0.92,-0.16,-0.01,327667,-0.11999999999999744
57.24,0.92,-0.16,-0.01,327670,-0.10999999999999943
57.15,0.92,-0.16,-0.01,327674,-0.09000000000000341
57.1,0.91,-0.16,-0.01,327678,-0.04999999999999716
57.05,0.91,-0.16,-0.01,327681,-0.05000000000000426
57.03,0.91,-0.16,-0.01,327685,-0.01999999999999602
57.03,0.91,-0.16,-0.01,327689,0.0
57.05,0.9,-0.16,-0.0,327693,0.01999999999999602
57.07,0.9,-0.16,-0.0,327696,0.020000000000003126
57.1,0.9,-0.16,-0.0,327700,0.030000000000001137
57.14,0.9,-0.16,-0.0,327704,0.03999999999999915
57.16,0.9,-0.16,-0.0,327707,0.01999999999999602
57.18,0.9,-0.16,-0.0,327711,0.020000000000003126
57.19,0.9,-0.16,-0.0,327715,0.00999999999999801
57.18,0.91,-0.16,-0.0,327719,-0.00999999999999801
57.16,0.91,-0.16,-0.01,327722,-0.020000000000003126
57.13,0.91,-0.16,-0.01,327726,-0.02999999999999403
57.09,0.91,-0.16,-0.01,327730,-0.03999999999999915
57.04,0.91,-0.16,-0.01,327733,-0.05000000000000426
56.99,0.91,-0.16,-0.01,327737,-0.04999999999999716
56.93,0.91,-0.16,-0.01,327741,-0.060000000000002274
56.88,0.91,-0.16,-0.01,327744,-0.04999999999999716
56.83,0.91,-0.16,-0.01,327748,-0.05000000000000426
56.78,0.91,-0.16,-0.01,327752,-0.04999999999999716
56.73,0.91,-0.16,-0.01,327756,-0.05000000000000426
56.69,0.91,-0.16,-0.01,327759,-0.03999999999999915
56.65,0.91,-0.16,-0.01,327763,-0.03999999999999915
56.61,0.91,-0.16,-0.01,327767,-0.03999999999999915
56.59,0.91,-0.16,-0.01,327770,-0.01999999999999602
56.58,0.91,-0.16,-0.01,327774,-0.010000000000005116
56.61,0.9,-0.16,-0.0,327778,0.030000000000001137
56.69,0.89,-0.16,-0.0,327782,0.0799999999999983
56.85,0.89,-0.15,0.0,327785,0.1600000000000037
57.07,0.88,-0.15,0.0,327789,0.21999999999999886
57.38,0.87,-0.15,0.01,327793,0.3100000000000023
57.78,0.86,-0.15,0.01,327796,0.3999999999999986
58.26,0.84,-0.14,0.02,327800,0.4799999999999969
58.84,0.84,-0.14,0.02,327804,0.5800000000000054
59.46,0.83,-0.14,0.02,327807,0.6199999999999974
60.18,0.82,-0.14,0.03,327811,0.7199999999999989
60.94,0.82,-0.14,0.03,327815,0.759999999999998
61.7,0.82,-0.14,0.03,327819,0.7600000000000051
62.5,0.82,-0.14,0.03,327822,0.7999999999999972
63.28,0.82,-0.14,0.03,327826,0.7800000000000011
64.07,0.82,-0.14,0.03,327830,0.789999999999992
64.81,0.83,-0.14,0.03,327833,0.7400000000000091
65.54,0.83,-0.14,0.03,327837,0.730000000000004
66.24,0.84,-0.14,0.02,327841,0.6999999999999886
66.87,0.84,-0.14,0.02,327844,0.6300000000000097
67.48,0.85,-0.14,0.02,327848,0.6099999999999994
68.03,0.86,-0.14,0.02,327852,0.5499999999999972
68.56,0.86,-0.14,0.02,327856,0.5300000000000011
69.03,0.87,-0.14,0.01,327859,0.46999999999999886
69.49,0.87,-0.14,0.01,327863,0.45999999999999375
69.9,0.88,-0.14,0.01,327867,0.4100000000000108
70.31,0.88,-0.14,0.01,327870,0.4099999999999966
70.7,0.88,-0.14,0.01,327874,0.39000000000000057
71.08,0.88,-0.14,0.01,327878,0.37999999999999545
71.47,0.88,-0.14,0.01,327881,0.39000000000000057
71.84,0.88,-0.14,0.01,327885,0.37000000000000455
72.21,0.89,-0.14,0.01,327889,0.36999999999999034
72.57,0.89,-0.14,0.01,327892,0.35999999999999943
72.91,0.89,-0.14,0.01,327896,0.3400000000000034
73.22,0.89,-0.14,0.01,327900,0.3100000000000023
73.5,0.89,-0.14,0.01,327904,0.28000000000000114
73.73,0.9,-0.14,0.0,327907,0.23000000000000398
73.9,0.9,-0.14,0.0,327911,0.1700000000000017
74.02,0.91,-0.15,0.0,327915,0.11999999999999034
74.05,0.92,-0.15,-0.0,327918,0.030000000000001137
74.0,0.93,-0.15,-0.0,327922,-0.04999999999999716
73.84,0.93,-0.15,-0.01,327926,-0.1599999999999966
73.57,0.94,-0.15,-0.01,327929,-0.27000000000001023
73.2,0.96,-0.16,-0.02,327933,-0.36999999999999034
72.71,0.97,-0.16,-0.02,327937,-0.4900000000000091
72.11,0.98,-0.16,-0.02,327941,-0.5999999999999943
71.44,0.99,-0.16,-0.03,327944,-0.6700000000000017
70.67,1.0,-0.16,-0.03,327948,-0.769999999999996
69.86,1.01,-0.17,-0.03,327952,-0.8100000000000023
68.98,1.02,-0.17,-0.04,327955,-0.8799999999999955
68.07,1.02,-0.17,-0.04,327959,-0.9100000000000108
67.14,1.02,-0.17,-0.04,327963,-0.9299999999999926
66.25,1.03,-0.17,-0.04,327967,-0.8900000000000006
65.35,1.03,-0.17,-0.04,327970,-0.9000000000000057
64.47,1.02,-0.17,-0.04,327974,-0.8799999999999955
63.67,1.02,-0.17,-0.04,327978,-0.7999999999999972
62.88,1.01,-0.17,-0.04,327981,-0.7899999999999991
62.15,1.0,-0.17,-0.03,327985,-0.730000000000004
61.5,1.0,-0.17,-0.03,327989,-0.6499999999999986
60.9,0.99,-0.17,-0.03,327993,-0.6000000000000014
60.37,0.98,-0.17,-0.03,327996,-0.5300000000000011
59.91,0.97,-0.17,-0.03,328000,-0.46000000000000085
59.5,0.96,-0.16,-0.02,328004,-0.4099999999999966
59.13,0.95,-0.16,-0.02,328007,-0.36999999999999744
58.82,0.94,-0.16,-0.02,328011,-0.3100000000000023
58.54,0.94,-0.16,-0.02,328015,-0.28000000000000114
58.29,0.93,-0.16,-0.02,328018,-0.25
58.07,0.93,-0.16,-0.01,328022,-0.21999999999999886
57.86,0.93,-0.16,-0.01,328026,-0.21000000000000085
57.67,0.93,-0.16,-0.01,328030,-0.18999999999999773
57.5,0.92,-0.16,-0.01,328033,-0.1700000000000017
57.34,0.92,-0.16,-0.01,328037,-0.1599999999999966
57.18,0.92,-0.16,-0.01,328041,-0.1600000000000037
57.03,0.92,-0.16,-0.01,328044,-0.14999999999999858
56.88,0.92,-0.16,-0.01,328048,-0.14999999999999858
56.73,0.92,-0.16,-0.01,328052,-0.15000000000000568
56.59,0.92,-0.16,-0.01,328056,-0.13999999999999346
56.45,0.92,-0.16,-0.01,328059,-0.14000000000000057
56.31,0.92,-0.16,-0.01,328063,-0.14000000000000057
56.18,0.92,-0.16,-0.01,328067,-0.13000000000000256
56.06,0.92,-0.16,-0.01,328070,-0.11999999999999744
55.95,0.92,-0.16,-0.01,328074,-0.10999999999999943
55.87,0.92,-0.16,-0.01,328078,-0.0800000000000054
55.8,0.91,-0.16,-0.01,328082,-0.07000000000000028
55.78,0.91,-0.16,-0.01,328085,-0.01999999999999602
55.81,0.9,-0.16,-0.0,328089,0.030000000000001137
55.89,0.89,-0.16,-0.0,328093,0.0799999999999983
56.02,0.89,-0.15,0.0,328096,0.13000000000000256
56.2,0.88,-0.15,0.0,328100,0.17999999999999972
56.44,0.87,-0.15,0.01,328104,0.23999999999999488
56.69,0.87,-0.15,0.01,328107,0.25
56.98,0.87,-0.15,0.01,328111,0.28999999999999915
57.26,0.87,-0.15,0.01,328115,0.28000000000000114
57.54,0.87,-0.15,0.01,328119,0.28000000000000114
57.8,0.87,-0.15,0.01,328122,0.259999999999998
58.01,0.87,-0.15,0.01,328126,0.21000000000000085
58.2,0.88,-0.15,0.0,328130,0.19000000000000483
58.33,0.88,-0.15,0.0,328133,0.12999999999999545
58.43,0.89,-0.15,0.0,328137,0.10000000000000142
58.48,0.9,-0.15,-0.0,328141,0.04999999999999716
58.5,0.9,-0.16,-0.0,328144,0.020000000000003126
58.46,0.91,-0.16,-0.01,328148,-0.03999999999999915
58.4,0.91,-0.16,-0.01,328152,-0.060000000000002274
58.31,0.92,-0.16,-0.01,328156,-0.0899999999999963
58.2,0.92,-0.16,-0.01,328159,-0.10999999999999943
58.07,0.92,-0.16,-0.01,328163,-0.13000000000000256
57.92,0.93,-0.16,-0.01,328167,-0.14999999999999858
57.77,0.93,-0.16,-0.01,328170,-0.14999999999999858
57.62,0.93,-0.16,-0.01,328174,-0.15000000000000568
57.46,0.93,-0.16,-0.01,328178,-0.1599999999999966
57.31,0.93,-0.16,-0.01,328182,-0.14999999999999858
57.18,0.93,-0.16,-0.01,328185,-0.13000000000000256
57.06,0.92,-0.16,-0.01,328189,-0.11999999999999744
56.97,0.92,-0.16,-0.01,328193,-0.09000000000000341
56.9,0.92,-0.16,-0.01,328196,-0.07000000000000028
56.86,0.91,-0.16,-0.01,328200,-0.03999999999999915
56.84,0.91,-0.16,-0.01,328204,-0.01999999999999602
56.84,0.91,-0.16,-0.01,328207,0.0
56.86,0.9,-0.16,-0.0,328211,0.01999999999999602
56.88,0.9,-0.16,-0.0,328215,0.020000000000003126
56.92,0.9,-0.16,-0.0,328219,0.03999999999999915
56.96,0.9,-0.16,-0.0,328222,0.03999999999999915
57.0,0.9,-0.16,-0.0,328226,0.03999999999999915
57.03,0.9,-0.16,-0.0,328230,0.030000000000001137
57.06,0.9,-0.16,-0.0,328233,0.030000000000001137
57.09,0.9,-0.16,-0.0,328237,0.030000000000001137
57.11,0.9,-0.16,-0.0,328241,0.01999999999999602
57.12,0.9,-0.16,-0.0,328245,0.00999999999999801
57.11,0.91,-0.16,-0.0,328248,-0.00999999999999801
57.09,0.91,-0.16,-0.01,328252,-0.01999999999999602
57.06,0.91,-0.16,-0.01,328256,-0.030000000000001137
57.02,0.91,-0.16,-0.01,328259,-0.03999999999999915
56.96,0.91,-0.16,-0.01,328263,-0.060000000000002274
56.9,0.91,-0.16,-0.01,328267,-0.060000000000002274
56.82,0.92,-0.16,-0.01,328271,-0.0799999999999983
56.73,0.92,-0.16,-0.01,328274,-0.09000000000000341
56.64,0.92,-0.16,-0.01,328278,-0.0899999999999963
56.55,0.92,-0.16,-0.01,328282,-0.09000000000000341
56.47,0.92,-0.16,-0.01,328285,-0.0799999999999983
56.39,0.92,-0.16,-0.01,328289,-0.0799999999999983
56.34,0.91,-0.16,-0.01,328293,-0.04999999999999716
56.31,0.91,-0.16,-0.01,328296,-0.030000000000001137
56.31,0.91,-0.16,-0.01,328300,0.0
56.34,0.9,-0.16,-0.0,328304,0.030000000000001137
56.39,0.9,-0.16,-0.0,328308,0.04999999999999716
56.48,0.89,-0.16,-0.0,328311,0.0899999999999963
56.58,0.89,-0.16,-0.0,328315,0.10000000000000142
56.71,0.89,-0.15,0.0,328319,0.13000000000000256
56.84,0.89,-0.15,0.0,328322,0.13000000000000256
56.98,0.89,-0.15,0.0,328326,0.13999999999999346
57.12,0.89,-0.15,0.0,328330,0.14000000000000057
57.26,0.89,-0.15,0.0,328334,0.14000000000000057
57.39,0.89,-0.15,0.0,328337,0.13000000000000256
57.5,0.89,-0.15,0.0,328341,0.10999999999999943
57.59,0.89,-0.16,-0.0,328345,0.09000000000000341
57.65,0.9,-0.16,-0.0,328348,0.05999999999999517
57.69,0.9,-0.16,-0.0,328352,0.03999999999999915
57.7,0.9,-0.16,-0.0,328356,0.010000000000005116
57.68,0.91,-0.16,-0.01,328359,-0.020000000000003126
57.64,0.91,-0.16,-0.01,328363,-0.03999999999999915
57.58,0.91,-0.16,-0.01,328367,-0.060000000000002274
57.52,0.92,-0.16,-0.01,328371,-0.05999999999999517
57.45,0.92,-0.16,-0.01,328374,-0.07000000000000028
57.4,0.92,-0.16,-0.01,328378,-0.05000000000000426
57.35,0.91,-0.16,-0.01,328382,-0.04999999999999716
57.32,0.91,-0.16,-0.01,328385,-0.030000000000001137
57.3,0.91,-0.16,-0.01,328389,-0.020000000000003126
57.32,0.91,-0.16,-0.0,328393,0.020000000000003126
57.35,0.9,-0.16,-0.0,328397,0.030000000000001137
57.42,0.9,-0.16,-0.0,328400,0.07000000000000028
57.5,0.9,-0.16,-0.0,328404,0.0799999999999983
57.6,0.89,-0.15,-0.0,328408,0.10000000000000142
57.7,0.89,-0.15,-0.0,328411,0.10000000000000142
57.8,0.89,-0.15,-0.0,328415,0.09999999999999432
57.9,0.89,-0.15,-0.0,328419,0.10000000000000142
57.98,0.9,-0.15,-0.0,328422,0.0799999999999983
58.04,0.9,-0.16,-0.0,328426,0.060000000000002274
58.07,0.9,-0.16,-0.0,328430,0.030000000000001137
58.07,0.9,-0.16,-0.0,328434,0.0
58.04,0.91,-0.16,-0.01,328437,-0.030000000000001137
57.98,0.91,-0.16,-0.01,328441,-0.060000000000002274
57.89,0.92,-0.16,-0.01,328445,-0.0899999999999963
57.77,0.92,-0.16,-0.01,328448,-0.11999999999999744
57.64,0.92,-0.16,-0.01,328452,-0.13000000000000256
57.48,0.93,-0.16,-0.01,328456,-0.1600000000000037
57.32,0.93,-0.16,-0.01,328460,-0.1599999999999966
57.15,0.93,-0.16,-0.01,328463,-0.1700000000000017
56.98,0.93,-0.16,-0.01,328467,-0.1700000000000017
56.82,0.93,-0.16,-0.01,328471,-0.1599999999999966
56.66,0.93,-0.16,-0.01,328474,-0.1600000000000037
56.52,0.93,-0.16,-0.01,328478,-0.13999999999999346
56.38,0.92,-0.16,-0.01,328482,-0.14000000000000057
56.27,0.92,-0.16,-0.01,328486,-0.10999999999999943
56.16,0.92,-0.16,-0.01,328489,-0.11000000000000654
56.09,0.92,-0.16,-0.01,328493,-0.06999999999999318
56.03,0.91,-0.16,-0.01,328497,-0.060000000000002274
56.0,0.91,-0.16,-0.01,328500,-0.030000000000001137
56.01,0.9,-0.16,-0.01,328504,0.00999999999999801
56.04,0.9,-0.16,-0.0,328508,0.030000000000001137
56.1,0.9,-0.16,-0.0,328511,0.060000000000002274
56.18,0.89,-0.16,-0.0,328515,0.0799999999999983
56.29,0.89,-0.15,-0.0,328519,0.10999999999999943
56.4,0.89,-0.15,0.0,328523,0.10999999999999943
56.53,0.89,-0.15,0.0,328526,0.13000000000000256
56.65,0.89,-0.15,0.0,328530,0.11999999999999744
56.77,0.89,-0.15,0.0,328534,0.12000000000000455
56.88,0.89,-0.15,0.0,328537,0.10999999999999943
56.96,0.89,-0.16,-0.0,328541,0.0799999999999983
57.03,0.9,-0.16,-0.0,328545,0.07000000000000028
57.07,0.9,-0.16,-0.0,328549,0.03999999999999915
57.08,0.9,-0.16,-0.0,328552,0.00999999999999801
57.07,0.91,-0.16,-0.0,328556,-0.00999999999999801
57.04,0.91,-0.16,-0.01,328560,-0.030000000000001137
57.0,0.91,-0.16,-0.01,328563,-0.03999999999999915
56.94,0.91,-0.16,-0.01,328567,-0.060000000000002274
56.88,0.91,-0.16,-0.01,328571,-0.05999999999999517
56.8,0.92,-0.16,-0.01,328574,-0.0800000000000054
56.73,0.92,-0.16,-0.01,328578,-0.07000000000000028
56.66,0.92,-0.16,-0.01,328582,-0.07000000000000028
56.59,0.92,-0.16,-0.01,328586,-0.06999999999999318
56.53,0.91,-0.16,-0.01,328589,-0.060000000000002274
56.49,0.91,-0.16,-0.01,328593,-0.03999999999999915
56.46,0.91,-0.16,-0.01,328597,-0.030000000000001137
56.46,0.91,-0.16,-0.01,328600,0.0
56.48,0.9,-0.16,-0.0,328604,0.01999999999999602
56.52,0.9,-0.16,-0.0,328608,0.04000000000000625
56.6,0.9,-0.16,-0.0,328612,0.0799999999999983
56.69,0.89,-0.16,-0.0,328615,0.0899999999999963
56.8,0.89,-0.15,-0.0,328619,0.10999999999999943
56.92,0.89,-0.15,0.0,328623,0.12000000000000455
57.05,0.89,-0.15,0.0,328626,0.12999999999999545
57.17,0.89,-0.15,0.0,328630,0.12000000000000455
57.29,0.89,-0.15,0.0,328634,0.11999999999999744
57.4,0.89,-0.15,0.0,328637,0.10999999999999943
57.49,0.89,-0.15,-0.0,328641,0.09000000000000341
57.57,0.89,-0.16,-0.0,328645,0.0799999999999983
57.63,0.9,-0.16,-0.0,328649,0.060000000000002274
57.67,0.9,-0.16,-0.0,328652,0.03999999999999915
57.68,0.9,-0.16,-0.0,328656,0.00999999999999801
57.67,0.91,-0.16,-0.0,328660,-0.00999999999999801
57.63,0.91,-0.16,-0.01,328663,-0.03999999999999915
57.56,0.91,-0.16,-0.01,328667,-0.07000000000000028
57.47,0.92,-0.16,-0.01,328671,-0.09000000000000341
57.36,0.92,-0.16,-0.01,328675,-0.10999999999999943
57.23,0.92,-0.16,-0.01,328678,-0.13000000000000256
57.08,0.93,-0.16,-0.01,328682,-0.14999999999999858
56.93,0.93,-0.16,-0.01,328686,-0.14999999999999858
56.77,0.93,-0.16,-0.01,328689,-0.1599999999999966
56.62,0.93,-0.16,-0.01,328693,-0.15000000000000568
56.47,0.93,-0.16,-0.01,328697,-0.14999999999999858
56.34,0.92,-0.16,-0.01,328701,-0.12999999999999545
56.23,0.92,-0.16,-0.01,328704,-0.11000000000000654
56.14,0.92,-0.16,-0.01,328708,-0.0899999999999963
56.08,0.91,-0.16,-0.01,328712,-0.060000000000002274
56.05,0.91,-0.16,-0.01,328715,-0.030000000000001137
56.04,0.91,-0.16,-0.01,328719,-0.00999999999999801
56.05,0.9,-0.16,-0.0,328723,0.00999999999999801
56.07,0.9,-0.16,-0.0,328726,0.020000000000003126
56.11,0.9,-0.16,-0.0,328730,0.03999999999999915
56.15,0.9,-0.16,-0.0,328734,0.03999999999999915
56.2,0.9,-0.16,-0.0,328738,0.05000000000000426
56.25,0.9,-0.16,-0.0,328741,0.04999999999999716
56.3,0.9,-0.16,-0.0,328745,0.04999999999999716
56.33,0.9,-0.16,-0.0,328749,0.030000000000001137
56.37,0.9,-0.16,-0.0,328752,0.03999999999999915
56.39,0.9,-0.16,-0.0,328756,0.020000000000003126
56.41,0.9,-0.16,-0.0,328760,0.01999999999999602
56.41,0.9,-0.16,-0.0,328764,0.0
56.4,0.91,-0.16,-0.01,328767,-0.00999999999999801
56.38,0.91,-0.16,-0.01,328771,-0.01999999999999602
56.35,0.91,-0.16,-0.01,328775,-0.030000000000001137
56.31,0.91,-0.16,-0.01,328778,-0.03999999999999915
56.27,0.91,-0.16,-0.01,328782,-0.03999999999999915
56.23,0.91,-0.16,-0.01,328786,-0.04000000000000625
56.2,0.91,-0.16,-0.01,328790,-0.02999999999999403
56.21,0.91,-0.16,-0.0,328793,0.00999999999999801
56.26,0.9,-0.16,-0.0,328797,0.04999999999999716
56.38,0.89,-0.15,-0.0,328801,0.12000000000000455
56.58,0.88,-0.15,0.0,328804,0.19999999999999574
56.86,0.87,-0.15,0.01,328808,0.28000000000000114
57.27,0.85,-0.15,0.01,328812,0.4100000000000037
57.77,0.84,-0.14,0.02,328815,0.5
58.41,0.83,-0.14,0.02,328819,0.6399999999999935
59.12,0.82,-0.14,0.03,328823,0.7100000000000009
59.95,0.81,-0.14,0.03,328827,0.8300000000000054
60.85,0.8,-0.13,0.03,328830,0.8999999999999986
61.77,0.8,-0.13,0.04,328834,0.9200000000000017
62.76,0.8,-0.13,0.04,328838,0.9899999999999949
63.71,0.8,-0.13,0.04,328841,0.9500000000000028
64.67,0.8,-0.13,0.04,328845,0.9600000000000009
65.57,0.81,-0.13,0.03,328849,0.8999999999999915
66.45,0.82,-0.13,0.03,328852,0.8800000000000097
67.23,0.83,-0.13,0.03,328856,0.7800000000000011
67.96,0.84,-0.14,0.03,328860,0.7299999999999898
68.63,0.84,-0.14,0.02,328863,0.6700000000000017
69.2,0.85,-0.14,0.02,328867,0.5700000000000074
69.72,0.86,-0.14,0.02,328871,0.519999999999996
70.17,0.87,-0.14,0.01,328875,0.45000000000000284
70.58,0.88,-0.14,0.01,328878,0.4099999999999966
70.93,0.88,-0.14,0.01,328882,0.3500000000000085
71.25,0.89,-0.14,0.01,328886,0.3199999999999932
71.53,0.89,-0.14,0.01,328889,0.28000000000000114
71.77,0.9,-0.14,0.01,328893,0.23999999999999488
71.98,0.9,-0.14,0.0,328897,0.21000000000000796
72.16,0.9,-0.14,0.0,328900,0.1799999999999926
72.32,0.91,-0.15,0.0,328904,0.1599999999999966
72.47,0.91,-0.15,0.0,328908,0.15000000000000568
72.59,0.91,-0.15,0.0,328912,0.12000000000000455
72.71,0.91,-0.15,0.0,328915,0.11999999999999034
72.8,0.91,-0.15,-0.0,328919,0.09000000000000341
72.88,0.92,-0.15,-0.0,328923,0.0799999999999983
72.94,0.92,-0.15,-0.0,328926,0.060000000000002274
72.95,0.92,-0.15,-0.0,328930,0.010000000000005116
72.9,0.93,-0.15,-0.0,328934,-0.04999999999999716
72.79,0.93,-0.15,-0.01,328937,-0.10999999999999943
72.6,0.94,-0.15,-0.01,328941,-0.19000000000001194
72.31,0.95,-0.15,-0.01,328945,-0.28999999999999204
71.94,0.96,-0.16,-0.02,328949,-0.37000000000000455
71.46,0.97,-0.16,-0.02,328952,-0.480000000000004
70.89,0.98,-0.16,-0.02,328956,-0.5699999999999932
70.24,0.99,-0.16,-0.03,328960,-0.6500000000000057
69.5,1.0,-0.16,-0.03,328963,-0.7399999999999949
68.69,1.0,-0.17,-0.03,328967,-0.8100000000000023
67.85,1.01,-0.17,-0.04,328971,-0.8400000000000034
66.95,1.02,-0.17,-0.04,328975,-0.8999999999999915
66.04,1.02,-0.17,-0.04,328978,-0.9099999999999966
65.11,1.03,-0.17,-0.04,328982,-0.9300000000000068
64.23,1.03,-0.17,-0.04,328986,-0.8799999999999955
63.34,1.02,-0.17,-0.04,328989,-0.8900000000000006
62.49,1.02,-0.17,-0.04,328993,-0.8500000000000014
61.7,1.02,-0.17,-0.04,328997,-0.7899999999999991
60.95,1.01,-0.17,-0.04,329001,-0.75
60.25,1.0,-0.17,-0.03,329004,-0.7000000000000028
59.65,0.99,-0.17,-0.03,329008,-0.6000000000000014
59.09,0.98,-0.17,-0.03,329012,-0.5599999999999952
58.61,0.97,-0.17,-0.03,329015,-0.480000000000004
58.22,0.96,-0.17,-0.02,329019,-0.39000000000000057
57.89,0.95,-0.16,-0.02,329023,-0.3299999999999983
57.62,0.94,-0.16,-0.02,329026,-0.2700000000000031
57.42,0.93,-0.16,-0.01,329030,-0.19999999999999574
57.26,0.92,-0.16,-0.01,329034,-0.1600000000000037
57.14,0.92,-0.16,-0.01,329038,-0.11999999999999744
57.06,0.91,-0.16,-0.01,329041,-0.0799999999999983
56.99,0.91,-0.16,-0.01,329045,-0.07000000000000028
56.94,0.91,-0.16,-0.01,329049,-0.05000000000000426
56.9,0.91,-0.16,-0.01,329052,-0.03999999999999915
56.86,0.91,-0.16,-0.01,329056,-0.03999999999999915
56.82,0.91,-0.16,-0.01,329060,-0.03999999999999915
56.76,0.91,-0.16,-0.01,329064,-0.060000000000002274
56.7,0.91,-0.16,-0.01,329067,-0.05999999999999517
56.63,0.91,-0.16,-0.01,329071,-0.07000000000000028
56.55,0.91,-0.16,-0.01,329075,-0.0800000000000054
56.47,0.91,-0.16,-0.01,329078,-0.0799999999999983
56.37,0.92,-0.16,-0.01,329082,-0.10000000000000142
56.28,0.92,-0.16,-0.01,329086,-0.0899999999999963
56.18,0.92,-0.16,-0.01,329090,-0.10000000000000142
56.08,0.92,-0.16,-0.01,329093,-0.10000000000000142
55.99,0.92,-0.16,-0.01,329097,-0.0899999999999963
55.91,0.92,-0.16,-0.01,329101,-0.0800000000000054
55.84,0.91,-0.16,-0.01,329104,-0.06999999999999318
55.79,0.91,-0.16,-0.01,329108,-0.05000000000000426
55.76,0.91,-0.16,-0.01,329112,-0.030000000000001137
55.75,0.91,-0.16,-0.01,329116,-0.00999999999999801
55.78,0.9,-0.16,-0.0,329119,0.030000000000001137
55.84,0.9,-0.16,-0.0,329123,0.060000000000002274
55.92,0.89,-0.16,-0.0,329127,0.0799999999999983
56.03,0.89,-0.15,-0.0,329130,0.10999999999999943
56.17,0.89,-0.15,0.0,329134,0.14000000000000057
56.32,0.89,-0.15,0.0,329138,0.14999999999999858
56.47,0.88,-0.15,0.0,329141,0.14999999999999858
56.61,0.89,-0.15,0.0,329145,0.14000000000000057
56.73,0.89,-0.15,0.0,329149,0.11999999999999744
