pa,fp,fr,fnl,tempo,delta_p
1.81,0.26,0.9,-0.02,298003,
1.81,0.26,0.9,-0.02,298007,0.0
1.81,0.26,0.9,-0.02,298010,0.0
1.81,0.26,0.9,-0.02,298014,0.0
1.81,0.26,0.9,-0.02,298018,0.0
1.81,0.26,0.9,-0.02,298022,0.0
1.81,0.26,0.9,-0.02,298025,0.0
1.81,0.26,0.9,-0.02,298029,0.0
1.81,0.26,0.9,-0.02,298033,0.0
1.81,0.26,0.9,-0.02,298036,0.0
1.81,0.26,0.9,-0.02,298040,0.0
1.81,0.26,0.9,-0.02,298044,0.0
1.81,0.26,0.9,-0.02,298047,0.0
1.81,0.26,0.9,-0.02,298051,0.0
1.81,0.26,0.9,-0.02,298055,0.0
1.81,0.26,0.9,-0.02,298059,0.0
1.81,0.26,0.9,-0.02,298062,0.0
1.81,0.26,0.9,-0.02,298066,0.0
1.81,0.26,0.9,-0.02,298070,0.0
1.81,0.26,0.9,-0.02,298073,0.0
1.81,0.26,0.9,-0.02,298077,0.0
1.81,0.26,0.9,-0.02,298081,0.0
1.81,0.26,0.9,-0.02,298084,0.0
1.81,0.26,0.9,-0.02,298088,0.0
1.81,0.26,0.9,-0.02,298092,0.0
1.81,0.26,0.9,-0.02,298095,0.0
1.81,0.26,0.9,-0.02,298099,0.0
1.81,0.26,0.9,-0.02,298103,0.0
1.81,0.26,0.9,-0.02,298107,0.0
1.81,0.26,0.9,-0.02,298110,0.0
1.81,0.26,0.9,-0.02,298114,0.0
1.81,0.26,0.9,-0.02,298118,0.0
1.81,0.26,0.9,-0.02,298121,0.0
1.81,0.26,0.9,-0.02,298125,0.0
1.81,0.26,0.9,-0.02,298129,0.0
1.81,0.26,0.9,-0.02,298132,0.0
1.81,0.26,0.9,-0.02,298136,0.0
1.81,0.26,0.9,-0.02,298140,0.0
1.81,0.26,0.9,-0.02,298144,0.0
1.81,0.26,0.9,-0.02,298147,0.0
1.81,0.26,0.9,-0.02,298151,0.0
1.81,0.26,0.9,-0.02,298155,0.0
1.81,0.26,0.9,-0.02,298158,0.0
1.81,0.26,0.9,-0.02,298162,0.0
1.81,0.26,0.9,-0.02,298166,0.0
1.81,0.26,0.9,-0.02,298169,0.0
1.81,0.26,0.9,-0.02,298173,0.0
1.81,0.26,0.9,-0.02,298177,0.0
1.8,0.26,0.9,-0.02,298180,-0.010000000000000009
1.8,0.26,0.9,-0.02,298184,0.0
1.8,0.26,0.9,-0.02,298188,0.0
1.8,0.26,0.9,-0.02,298192,0.0
1.8,0.26,0.9,-0.02,298195,0.0
1.8,0.26,0.9,-0.02,298199,0.0
1.8,0.26,0.9,-0.02,298203,0.0
1.8,0.26,0.9,-0.02,298206,0.0
1.8,0.26,0.9,-0.02,298210,0.0
1.8,0.26,0.9,-0.02,298214,0.0
1.8,0.26,0.9,-0.02,298217,0.0
1.8,0.26,0.9,-0.02,298221,0.0
1.8,0.26,0.9,-0.02,298225,0.0
1.8,0.26,0.9,-0.02,298228,0.0
1.8,0.26,0.9,-0.02,298232,0.0
1.81,0.26,0.9,-0.02,298236,0.010000000000000009
1.81,0.26,0.9,-0.02,298240,0.0
1.81,0.26,0.9,-0.02,298243,0.0
1.81,0.26,0.9,-0.02,298247,0.0
1.81,0.26,0.9,-0.02,298251,0.0
1.81,0.26,0.9,-0.02,298254,0.0
1.81,0.26,0.9,-0.02,298258,0.0
1.81,0.26,0.9,-0.02,298262,0.0
1.81,0.26,0.9,-0.02,298265,0.0
1.81,0.26,0.9,-0.02,298269,0.0
1.81,0.26,0.9,-0.02,298273,0.0
1.81,0.26,0.9,-0.02,298277,0.0
1.81,0.26,0.9,-0.02,298280,0.0
1.81,0.26,0.9,-0.02,298284,0.0
1.81,0.26,0.9,-0.02,298288,0.0
1.81,0.26,0.9,-0.02,298291,0.0
1.81,0.26,0.9,-0.02,298295,0.0
1.81,0.26,0.9,-0.02,298299,0.0
1.81,0.26,0.9,-0.02,298302,0.0
1.81,0.26,0.9,-0.02,298306,0.0
1.81,0.26,0.9,-0.02,298310,0.0
1.81,0.26,0.9,-0.02,298314,0.0
1.81,0.26,0.9,-0.02,298317,0.0
1.81,0.26,0.9,-0.02,298321,0.0
1.81,0.26,0.9,-0.02,298325,0.0
1.81,0.26,0.9,-0.02,298328,0.0
1.81,0.26,0.9,-0.02,298332,0.0
1.81,0.26,0.9,-0.02,298336,0.0
1.81,0.26,0.9,-0.02,298339,0.0
1.81,0.26,0.9,-0.02,298343,0.0
1.81,0.26,0.9,-0.02,298347,0.0
1.81,0.26,0.9,-0.02,298350,0.0
1.81,0.26,0.9,-0.02,298354,0.0
1.81,0.26,0.9,-0.02,298358,0.0
1.81,0.26,0.9,-0.02,298362,0.0
1.81,0.26,0.9,-0.02,298365,0.0
1.81,0.26,0.9,-0.02,298369,0.0
1.81,0.26,0.9,-0.02,298373,0.0
1.81,0.26,0.9,-0.02,298376,0.0
1.81,0.26,0.9,-0.02,298380,0.0
1.81,0.26,0.9,-0.02,298384,0.0
1.81,0.26,0.9,-0.02,298387,0.0
1.81,0.26,0.9,-0.02,298391,0.0
1.81,0.26,0.9,-0.02,298395,0.0
1.81,0.26,0.9,-0.02,298399,0.0
1.81,0.26,0.9,-0.02,298402,0.0
1.81,0.26,0.9,-0.02,298406,0.0
1.81,0.26,0.9,-0.02,298410,0.0
1.81,0.26,0.9,-0.02,298413,0.0
1.81,0.26,0.9,-0.02,298417,0.0
1.81,0.26,0.9,-0.02,298421,0.0
1.8,0.26,0.9,-0.02,298424,-0.010000000000000009
1.8,0.26,0.9,-0.02,298428,0.0
1.8,0.26,0.9,-0.02,298432,0.0
1.8,0.26,0.9,-0.02,298435,0.0
1.8,0.26,0.9,-0.02,298439,0.0
1.8,0.26,0.9,-0.02,298443,0.0
1.8,0.26,0.9,-0.02,298447,0.0
1.8,0.26,0.9,-0.02,298450,0.0
1.8,0.26,0.9,-0.02,298454,0.0
1.8,0.26,0.9,-0.02,298458,0.0
1.8,0.26,0.9,-0.02,298461,0.0
1.8,0.26,0.9,-0.02,298465,0.0
1.8,0.26,0.9,-0.02,298469,0.0
1.8,0.26,0.9,-0.02,298472,0.0
1.81,0.26,0.9,-0.02,298476,0.010000000000000009
1.81,0.26,0.9,-0.02,298480,0.0
1.81,0.26,0.9,-0.02,298484,0.0
1.81,0.26,0.9,-0.02,298487,0.0
1.81,0.26,0.9,-0.02,298491,0.0
1.81,0.26,0.9,-0.02,298495,0.0
1.81,0.26,0.9,-0.02,298498,0.0
1.81,0.26,0.9,-0.02,298502,0.0
1.81,0.26,0.9,-0.02,298506,0.0
1.81,0.26,0.9,-0.02,298509,0.0
1.81,0.26,0.9,-0.02,298513,0.0
1.81,0.26,0.9,-0.02,298517,0.0
1.81,0.26,0.9,-0.02,298520,0.0
1.81,0.26,0.9,-0.02,298524,0.0
1.81,0.26,0.9,-0.02,298528,0.0
1.8,0.26,0.9,-0.02,298532,-0.010000000000000009
1.8,0.26,0.9,-0.02,298535,0.0
1.8,0.26,0.9,-0.02,298539,0.0
1.8,0.26,0.9,-0.02,298543,0.0
1.8,0.26,0.9,-0.02,298546,0.0
1.8,0.26,0.9,-0.02,298550,0.0
1.8,0.26,0.9,-0.02,298554,0.0
1.8,0.26,0.9,-0.02,298557,0.0
1.8,0.26,0.9,-0.02,298561,0.0
1.8,0.26,0.9,-0.02,298565,0.0
1.8,0.26,0.9,-0.02,298569,0.0
1.8,0.26,0.9,-0.02,298572,0.0
1.8,0.26,0.9,-0.02,298576,0.0
1.8,0.26,0.9,-0.02,298580,0.0
1.8,0.26,0.9,-0.02,298583,0.0
1.8,0.26,0.9,-0.02,298587,0.0
1.8,0.26,0.9,-0.02,298591,0.0
1.8,0.26,0.9,-0.02,298594,0.0
1.8,0.26,0.9,-0.02,298598,0.0
1.8,0.26,0.9,-0.02,298602,0.0
1.8,0.26,0.9,-0.02,298605,0.0
1.8,0.26,0.9,-0.02,298609,0.0
1.8,0.26,0.9,-0.02,298613,0.0
1.8,0.26,0.9,-0.02,298617,0.0
1.8,0.26,0.9,-0.02,298620,0.0
1.8,0.26,0.9,-0.02,298624,0.0
1.8,0.26,0.9,-0.02,298628,0.0
1.8,0.26,0.9,-0.02,298631,0.0
1.8,0.26,0.9,-0.02,298635,0.0
1.8,0.26,0.9,-0.02,298639,0.0
1.8,0.26,0.9,-0.02,298642,0.0
1.8,0.26,0.9,-0.02,298646,0.0
1.8,0.26,0.9,-0.02,298650,0.0
1.8,0.26,0.9,-0.02,298653,0.0
1.8,0.26,0.9,-0.02,298657,0.0
1.8,0.26,0.9,-0.02,298661,0.0
1.8,0.26,0.9,-0.02,298665,0.0
1.8,0.26,0.9,-0.02,298668,0.0
1.8,0.26,0.9,-0.02,298672,0.0
1.8,0.26,0.9,-0.02,298676,0.0
1.81,0.26,0.9,-0.02,298679,0.010000000000000009
1.81,0.26,0.9,-0.02,298683,0.0
1.81,0.26,0.9,-0.02,298687,0.0
1.81,0.26,0.9,-0.02,298690,0.0
1.81,0.26,0.9,-0.02,298694,0.0
1.81,0.26,0.9,-0.02,298698,0.0
1.81,0.26,0.9,-0.02,298702,0.0
1.81,0.26,0.9,-0.02,298705,0.0
1.81,0.26,0.9,-0.02,298709,0.0
1.81,0.26,0.9,-0.02,298713,0.0
1.81,0.26,0.9,-0.02,298716,0.0
1.81,0.26,0.9,-0.02,298720,0.0
1.81,0.26,0.9,-0.02,298724,0.0
1.81,0.26,0.9,-0.02,298727,0.0
1.81,0.26,0.9,-0.02,298731,0.0
1.81,0.26,0.9,-0.02,298735,0.0
1.81,0.26,0.9,-0.02,298738,0.0
1.81,0.26,0.9,-0.02,298742,0.0
1.81,0.26,0.9,-0.02,298746,0.0
1.81,0.26,0.9,-0.02,298750,0.0
1.81,0.26,0.9,-0.02,298753,0.0
1.81,0.26,0.9,-0.02,298757,0.0
1.81,0.26,0.9,-0.02,298761,0.0
1.81,0.26,0.9,-0.02,298764,0.0
1.81,0.26,0.9,-0.02,298768,0.0
1.81,0.26,0.9,-0.02,298772,0.0
1.81,0.26,0.9,-0.02,298775,0.0
1.81,0.26,0.9,-0.02,298779,0.0
1.81,0.26,0.9,-0.02,298783,0.0
1.81,0.26,0.9,-0.02,298787,0.0
1.81,0.26,0.9,-0.02,298790,0.0
1.81,0.26,0.9,-0.02,298794,0.0
1.81,0.26,0.9,-0.02,298798,0.0
1.81,0.26,0.9,-0.02,298801,0.0
1.81,0.26,0.9,-0.02,298805,0.0
1.81,0.26,0.9,-0.02,298809,0.0
1.81,0.26,0.9,-0.02,298812,0.0
1.81,0.26,0.9,-0.02,298816,0.0
1.81,0.26,0.9,-0.02,298820,0.0
1.81,0.26,0.9,-0.02,298823,0.0
1.81,0.26,0.9,-0.02,298827,0.0
1.81,0.26,0.9,-0.02,298831,0.0
1.81,0.26,0.9,-0.02,298835,0.0
1.81,0.26,0.9,-0.02,298838,0.0
1.81,0.26,0.9,-0.02,298842,0.0
1.81,0.26,0.9,-0.02,298846,0.0
1.81,0.26,0.9,-0.02,298849,0.0
1.81,0.26,0.9,-0.02,298853,0.0
1.81,0.26,0.9,-0.02,298857,0.0
1.81,0.26,0.9,-0.02,298860,0.0
1.81,0.26,0.9,-0.02,298864,0.0
1.81,0.26,0.9,-0.02,298868,0.0
1.81,0.26,0.9,-0.02,298872,0.0
1.81,0.26,0.9,-0.02,298875,0.0
1.81,0.26,0.9,-0.02,298879,0.0
1.81,0.26,0.9,-0.02,298883,0.0
1.81,0.26,0.9,-0.02,298886,0.0
1.81,0.26,0.9,-0.02,298890,0.0
1.81,0.26,0.9,-0.02,298894,0.0
1.81,0.26,0.9,-0.02,298897,0.0
1.81,0.26,0.9,-0.02,298901,0.0
1.81,0.26,0.9,-0.02,298905,0.0
1.81,0.26,0.9,-0.02,298909,0.0
1.81,0.26,0.9,-0.02,298912,0.0
1.81,0.26,0.9,-0.02,298916,0.0
1.81,0.26,0.9,-0.02,298920,0.0
1.81,0.26,0.9,-0.02,298923,0.0
1.81,0.26,0.9,-0.02,298927,0.0
1.81,0.26,0.9,-0.02,298931,0.0
1.81,0.26,0.9,-0.02,298934,0.0
1.81,0.26,0.9,-0.02,298938,0.0
1.81,0.26,0.9,-0.02,298942,0.0
1.81,0.26,0.9,-0.02,298945,0.0
1.81,0.26,0.9,-0.02,298949,0.0
1.81,0.26,0.9,-0.02,298953,0.0
1.81,0.26,0.9,-0.02,298957,0.0
1.81,0.26,0.9,-0.02,298960,0.0
1.81,0.26,0.9,-0.02,298964,0.0
1.81,0.26,0.9,-0.02,298968,0.0
1.81,0.26,0.9,-0.02,298971,0.0
1.81,0.26,0.9,-0.02,298975,0.0
1.81,0.26,0.9,-0.02,298979,0.0
1.81,0.26,0.9,-0.02,298982,0.0
1.81,0.26,0.9,-0.02,298986,0.0
1.81,0.26,0.9,-0.02,298990,0.0
1.81,0.26,0.9,-0.02,298994,0.0
1.81,0.26,0.9,-0.02,298997,0.0
1.81,0.26,0.9,-0.02,299001,0.0
1.81,0.26,0.9,-0.02,299005,0.0
1.81,0.26,0.9,-0.02,299008,0.0
1.81,0.26,0.9,-0.02,299012,0.0
1.81,0.26,0.9,-0.02,299016,0.0
1.81,0.26,0.9,-0.02,299019,0.0
1.81,0.26,0.9,-0.02,299023,0.0
1.8,0.26,0.9,-0.02,299027,-0.010000000000000009
1.8,0.26,0.9,-0.02,299030,0.0
1.8,0.26,0.9,-0.02,299034,0.0
1.8,0.26,0.9,-0.02,299038,0.0
1.8,0.26,0.9,-0.02,299042,0.0
1.8,0.26,0.9,-0.02,299045,0.0
1.8,0.26,0.9,-0.02,299049,0.0
1.8,0.26,0.9,-0.02,299053,0.0
1.8,0.26,0.9,-0.02,299056,0.0
1.8,0.26,0.9,-0.02,299060,0.0
1.8,0.26,0.9,-0.02,299064,0.0
1.8,0.26,0.9,-0.02,299067,0.0
1.8,0.26,0.9,-0.02,299071,0.0
1.8,0.26,0.9,-0.02,299075,0.0
1.8,0.26,0.9,-0.02,299078,0.0
1.8,0.26,0.9,-0.02,299082,0.0
1.8,0.26,0.9,-0.02,299086,0.0
1.8,0.26,0.9,-0.02,299090,0.0
1.8,0.26,0.9,-0.02,299093,0.0
1.8,0.26,0.9,-0.02,299097,0.0
1.8,0.26,0.9,-0.02,299101,0.0
1.8,0.26,0.9,-0.02,299104,0.0
1.8,0.26,0.9,-0.02,299108,0.0
1.8,0.26,0.9,-0.02,299112,0.0
1.8,0.26,0.9,-0.02,299115,0.0
1.8,0.26,0.9,-0.02,299119,0.0
1.8,0.26,0.9,-0.02,299123,0.0
1.8,0.26,0.9,-0.02,299127,0.0
1.8,0.26,0.9,-0.02,299130,0.0
1.8,0.26,0.9,-0.02,299134,0.0
1.8,0.26,0.9,-0.02,299138,0.0
1.8,0.26,0.9,-0.02,299141,0.0
1.8,0.26,0.9,-0.02,299145,0.0
1.8,0.26,0.9,-0.02,299149,0.0
1.8,0.26,0.9,-0.02,299152,0.0
1.8,0.26,0.9,-0.02,299156,0.0
1.8,0.26,0.9,-0.02,299160,0.0
1.8,0.26,0.9,-0.02,299163,0.0
1.8,0.26,0.9,-0.02,299167,0.0
1.8,0.26,0.9,-0.02,299171,0.0
1.8,0.26,0.9,-0.02,299175,0.0
1.8,0.26,0.9,-0.02,299178,0.0
1.8,0.26,0.9,-0.02,299182,0.0
1.8,0.26,0.9,-0.02,299186,0.0
1.8,0.26,0.9,-0.02,299189,0.0
1.8,0.26,0.9,-0.02,299193,0.0
1.8,0.26,0.9,-0.02,299197,0.0
1.8,0.26,0.9,-0.02,299200,0.0
1.8,0.26,0.9,-0.02,299204,0.0
1.8,0.26,0.9,-0.02,299208,0.0
1.8,0.26,0.9,-0.02,299212,0.0
1.8,0.26,0.9,-0.02,299215,0.0
1.8,0.26,0.9,-0.02,299219,0.0
1.8,0.26,0.9,-0.02,299223,0.0
1.8,0.26,0.9,-0.02,299226,0.0
1.8,0.26,0.9,-0.02,299230,0.0
1.81,0.26,0.9,-0.02,299234,0.010000000000000009
1.81,0.26,0.9,-0.02,299237,0.0
1.81,0.26,0.9,-0.02,299241,0.0
1.81,0.26,0.9,-0.02,299245,0.0
1.81,0.26,0.9,-0.02,299248,0.0
1.81,0.26,0.9,-0.02,299252,0.0
1.81,0.26,0.9,-0.02,299256,0.0
1.81,0.26,0.9,-0.02,299260,0.0
1.81,0.26,0.9,-0.02,299263,0.0
1.81,0.26,0.9,-0.02,299267,0.0
1.81,0.26,0.9,-0.02,299271,0.0
1.81,0.26,0.9,-0.02,299274,0.0
1.81,0.26,0.9,-0.02,299278,0.0
1.81,0.26,0.9,-0.02,299282,0.0
1.81,0.26,0.9,-0.02,299285,0.0
1.81,0.26,0.9,-0.02,299289,0.0
1.81,0.26,0.9,-0.02,299293,0.0
1.81,0.26,0.9,-0.02,299297,0.0
1.81,0.26,0.9,-0.02,299300,0.0
1.81,0.26,0.9,-0.02,299304,0.0
1.81,0.26,0.9,-0.02,299308,0.0
1.81,0.26,0.9,-0.02,299311,0.0
1.81,0.26,0.9,-0.02,299315,0.0
1.81,0.26,0.9,-0.02,299319,0.0
1.81,0.26,0.9,-0.02,299322,0.0
1.81,0.26,0.9,-0.02,299326,0.0
1.81,0.26,0.9,-0.02,299330,0.0
1.81,0.26,0.9,-0.02,299333,0.0
1.81,0.26,0.9,-0.02,299337,0.0
1.81,0.26,0.9,-0.02,299341,0.0
1.81,0.26,0.9,-0.02,299345,0.0
1.81,0.26,0.9,-0.02,299348,0.0
1.81,0.26,0.9,-0.02,299352,0.0
1.81,0.26,0.9,-0.02,299356,0.0
1.81,0.26,0.9,-0.02,299359,0.0
1.81,0.26,0.9,-0.02,299363,0.0
1.81,0.26,0.9,-0.02,299367,0.0
1.81,0.26,0.9,-0.02,299370,0.0
1.81,0.26,0.9,-0.02,299374,0.0
1.81,0.26,0.9,-0.02,299378,0.0
1.81,0.26,0.9,-0.02,299382,0.0
1.81,0.26,0.9,-0.02,299385,0.0
1.81,0.26,0.9,-0.02,299389,0.0
1.81,0.26,0.9,-0.02,299393,0.0
1.81,0.26,0.9,-0.02,299396,0.0
1.81,0.26,0.9,-0.02,299400,0.0
1.81,0.26,0.9,-0.02,299404,0.0
1.81,0.26,0.9,-0.02,299407,0.0
1.81,0.26,0.9,-0.02,299411,0.0
1.81,0.26,0.9,-0.02,299415,0.0
1.81,0.26,0.9,-0.02,299418,0.0
1.81,0.26,0.9,-0.02,299422,0.0
1.81,0.26,0.9,-0.02,299426,0.0
1.81,0.26,0.9,-0.02,299430,0.0
1.81,0.26,0.9,-0.02,299433,0.0
1.81,0.26,0.9,-0.02,299437,0.0
1.81,0.26,0.9,-0.02,299441,0.0
1.81,0.26,0.9,-0.02,299444,0.0
1.81,0.26,0.9,-0.02,299448,0.0
1.81,0.26,0.9,-0.02,299452,0.0
1.81,0.26,0.9,-0.02,299455,0.0
1.81,0.26,0.9,-0.02,299459,0.0
1.81,0.26,0.9,-0.02,299463,0.0
1.81,0.26,0.9,-0.02,299466,0.0
1.81,0.26,0.9,-0.02,299470,0.0
1.81,0.26,0.9,-0.02,299474,0.0
1.81,0.26,0.9,-0.02,299478,0.0
1.81,0.26,0.9,-0.02,299481,0.0
1.81,0.26,0.9,-0.02,299485,0.0
1.81,0.26,0.9,-0.02,299489,0.0
1.81,0.26,0.9,-0.02,299492,0.0
1.81,0.26,0.9,-0.02,299496,0.0
1.81,0.26,0.9,-0.02,299500,0.0
1.81,0.26,0.9,-0.02,299503,0.0
1.81,0.26,0.9,-0.02,299507,0.0
1.81,0.26,0.9,-0.02,299511,0.0
1.81,0.26,0.9,-0.02,299515,0.0
1.81,0.26,0.9,-0.02,299518,0.0
1.81,0.26,0.9,-0.02,299522,0.0
1.81,0.26,0.9,-0.02,299526,0.0
1.81,0.26,0.9,-0.02,299529,0.0
1.81,0.26,0.9,-0.02,299533,0.0
1.81,0.26,0.9,-0.02,299537,0.0
1.81,0.26,0.9,-0.02,299540,0.0
1.81,0.26,0.9,-0.02,299544,0.0
1.81,0.26,0.9,-0.02,299548,0.0
1.81,0.26,0.9,-0.02,299552,0.0
1.81,0.26,0.9,-0.02,299555,0.0
1.81,0.26,0.9,-0.02,299559,0.0
1.81,0.26,0.9,-0.02,299563,0.0
1.81,0.26,0.9,-0.02,299566,0.0
1.81,0.26,0.9,-0.02,299570,0.0
1.81,0.26,0.9,-0.02,299574,0.0
1.81,0.26,0.9,-0.02,299577,0.0
1.81,0.26,0.9,-0.02,299581,0.0
1.81,0.26,0.9,-0.02,299585,0.0
1.81,0.26,0.9,-0.02,299588,0.0
1.81,0.26,0.9,-0.02,299592,0.0
1.81,0.26,0.9,-0.02,299596,0.0
1.81,0.26,0.9,-0.02,299600,0.0
1.81,0.26,0.9,-0.02,299603,0.0
1.81,0.26,0.9,-0.02,299607,0.0
1.81,0.26,0.9,-0.02,299611,0.0
1.81,0.26,0.9,-0.02,299614,0.0
1.81,0.26,0.9,-0.02,299618,0.0
1.81,0.26,0.9,-0.02,299622,0.0
1.81,0.26,0.9,-0.02,299625,0.0
1.81,0.26,0.9,-0.02,299629,0.0
1.81,0.26,0.9,-0.02,299633,0.0
1.81,0.26,0.9,-0.02,299637,0.0
1.81,0.26,0.9,-0.02,299640,0.0
1.81,0.26,0.9,-0.02,299644,0.0
1.81,0.26,0.9,-0.02,299648,0.0
1.81,0.26,0.9,-0.02,299651,0.0
1.81,0.26,0.9,-0.02,299655,0.0
1.81,0.26,0.9,-0.02,299659,0.0
1.81,0.26,0.9,-0.02,299662,0.0
1.81,0.26,0.9,-0.02,299666,0.0
1.81,0.26,0.9,-0.02,299670,0.0
1.81,0.26,0.9,-0.02,299673,0.0
1.81,0.26,0.9,-0.02,299677,0.0
1.81,0.26,0.9,-0.02,299681,0.0
1.81,0.26,0.9,-0.02,299685,0.0
1.81,0.26,0.9,-0.02,299688,0.0
1.81,0.26,0.9,-0.02,299692,0.0
1.81,0.26,0.9,-0.02,299696,0.0
1.81,0.26,0.9,-0.02,299699,0.0
1.81,0.26,0.9,-0.02,299703,0.0
1.81,0.26,0.9,-0.02,299707,0.0
1.81,0.26,0.9,-0.02,299710,0.0
1.81,0.26,0.9,-0.02,299714,0.0
1.81,0.26,0.9,-0.02,299718,0.0
1.81,0.26,0.9,-0.02,299722,0.0
1.81,0.26,0.9,-0.02,299725,0.0
1.81,0.26,0.9,-0.02,299729,0.0
1.81,0.26,0.9,-0.02,299733,0.0
1.81,0.26,0.9,-0.02,299736,0.0
1.81,0.26,0.9,-0.02,299740,0.0
1.81,0.26,0.9,-0.02,299744,0.0
1.81,0.26,0.9,-0.02,299747,0.0
1.81,0.26,0.9,-0.02,299751,0.0
1.81,0.26,0.9,-0.02,299755,0.0
1.81,0.26,0.9,-0.02,299758,0.0
1.81,0.26,0.9,-0.02,299762,0.0
1.81,0.26,0.9,-0.02,299766,0.0
1.81,0.26,0.9,-0.02,299770,0.0
1.81,0.26,0.9,-0.02,299773,0.0
1.81,0.26,0.9,-0.02,299777,0.0
1.81,0.26,0.9,-0.02,299781,0.0
1.81,0.26,0.9,-0.02,299784,0.0
1.81,0.26,0.9,-0.02,299788,0.0
1.81,0.26,0.9,-0.02,299792,0.0
1.81,0.26,0.9,-0.02,299795,0.0
1.81,0.26,0.9,-0.02,299799,0.0
1.81,0.26,0.9,-0.02,299803,0.0
1.81,0.26,0.9,-0.02,299807,0.0
1.81,0.26,0.9,-0.02,299810,0.0
1.81,0.22,0.78,-0.02,299814,0.0
1.82,0.09,0.31,0.04,299818,0.010000000000000009
2.04,0.04,0.14,0.35,299821,0.21999999999999997
2.79,0.04,0.08,0.9,299825,0.75
4.23,0.04,0.06,1.41,299829,1.4400000000000004
6.27,0.05,0.05,1.61,299832,2.039999999999999
8.98,0.06,0.04,1.47,299836,2.710000000000001
12.01,0.07,0.03,1.2,299840,3.0299999999999994
15.24,0.08,0.02,0.94,299843,3.2300000000000004
18.61,0.1,0.01,0.72,299847,3.369999999999999
21.77,0.11,0.0,0.56,299851,3.16
24.84,0.12,-0.01,0.42,299854,3.0700000000000003
27.5,0.14,-0.02,0.32,299858,2.66
29.86,0.15,-0.02,0.23,299862,2.3599999999999994
31.8,0.16,-0.03,0.17,299866,1.9400000000000013
33.28,0.18,-0.04,0.11,299869,1.4800000000000004
34.38,0.19,-0.04,0.07,299873,1.1000000000000014
35.06,0.2,-0.05,0.03,299877,0.6799999999999997
35.37,0.21,-0.05,-0.0,299880,0.30999999999999517
35.35,0.23,-0.06,-0.03,299884,-0.01999999999999602
35.02,0.24,-0.06,-0.05,299888,-0.3299999999999983
34.42,0.25,-0.07,-0.07,299891,-0.6000000000000014
33.63,0.26,-0.07,-0.09,299895,-0.7899999999999991
32.62,0.27,-0.07,-0.1,299899,-1.0100000000000051
31.46,0.28,-0.08,-0.12,299903,-1.1599999999999966
30.24,0.29,-0.08,-0.13,299906,-1.2200000000000024
28.89,0.3,-0.08,-0.14,299910,-1.3499999999999979
27.49,0.31,-0.08,-0.15,299914,-1.4000000000000021
26.11,0.32,-0.08,-0.15,299917,-1.379999999999999
24.67,0.33,-0.08,-0.16,299921,-1.4399999999999977
23.24,0.33,-0.08,-0.17,299925,-1.4300000000000033
21.88,0.34,-0.08,-0.17,299929,-1.3599999999999994
20.51,0.35,-0.07,-0.17,299932,-1.3699999999999974
19.19,0.36,-0.07,-0.18,299936,-1.3200000000000003
17.91,0.37,-0.06,-0.18,299940,-1.2800000000000011
16.74,0.38,-0.06,-0.18,299943,-1.1700000000000017
15.59,0.39,-0.05,-0.19,299947,-1.1499999999999986
14.5,0.39,-0.05,-0.19,299951,-1.0899999999999999
13.51,0.4,-0.04,-0.19,299954,-0.9900000000000002
12.55,0.41,-0.03,-0.19,299958,-0.9599999999999991
11.66,0.42,-0.02,-0.19,299962,-0.8900000000000006
10.86,0.43,-0.0,-0.19,299966,-0.8000000000000007
10.09,0.44,0.01,-0.19,299969,-0.7699999999999996
9.4,0.45,0.03,-0.18,299973,-0.6899999999999995
8.75,0.46,0.04,-0.18,299977,-0.6500000000000004
8.15,0.47,0.06,-0.18,299980,-0.5999999999999996
7.63,0.48,0.08,-0.18,299984,-0.5200000000000005
7.13,0.48,0.1,-0.17,299988,-0.5
6.69,0.49,0.13,-0.17,299991,-0.4399999999999995
6.27,0.5,0.15,-0.16,299995,-0.4200000000000008
5.91,0.51,0.18,-0.16,299999,-0.35999999999999943
5.57,0.51,0.2,-0.15,300003,-0.33999999999999986
5.27,0.52,0.23,-0.15,300006,-0.3000000000000007
4.99,0.52,0.25,-0.14,300010,-0.27999999999999936
4.74,0.52,0.28,-0.14,300014,-0.25
4.52,0.52,0.3,-0.13,300017,-0.22000000000000064
4.32,0.52,0.32,-0.12,300021,-0.1999999999999993
4.14,0.51,0.34,-0.12,300025,-0.1800000000000006
3.98,0.51,0.36,-0.11,300028,-0.1599999999999997
3.84,0.5,0.38,-0.1,300032,-0.14000000000000012
3.71,0.5,0.4,-0.1,300036,-0.1299999999999999
3.59,0.49,0.41,-0.09,300040,-0.1200000000000001
3.49,0.49,0.43,-0.09,300043,-0.09999999999999964
3.39,0.49,0.44,-0.08,300047,-0.10000000000000009
3.31,0.49,0.46,-0.08,300051,-0.08000000000000007
3.23,0.48,0.47,-0.07,300054,-0.08000000000000007
3.16,0.48,0.48,-0.07,300058,-0.06999999999999984
3.1,0.48,0.49,-0.06,300062,-0.06000000000000005
3.04,0.47,0.5,-0.06,300065,-0.06000000000000005
3.0,0.47,0.51,-0.05,300069,-0.040000000000000036
2.96,0.45,0.49,-0.04,300073,-0.040000000000000036
2.94,0.4,0.45,-0.03,300076,-0.020000000000000018
2.96,0.34,0.38,-0.0,300080,0.020000000000000018
