Tempo,Pot. Ativa,FP,FR,FNL
908.484,1.83,0.25,0.91,-0.03
908.488,1.83,0.25,0.91,-0.03
908.492,1.83,0.25,0.91,-0.03
908.495,1.83,0.25,0.91,-0.03
908.499,1.83,0.25,0.91,-0.03
908.503,1.83,0.25,0.91,-0.03
908.506,1.82,0.25,0.91,-0.03
908.51,1.82,0.25,0.91,-0.03
908.514,1.82,0.25,0.91,-0.03
908.518,1.82,0.25,0.91,-0.03
908.521,1.82,0.25,0.91,-0.03
908.525,1.82,0.25,0.91,-0.03
908.529,1.82,0.25,0.91,-0.03
908.532,1.82,0.25,0.91,-0.03
908.536,1.82,0.25,0.91,-0.03
908.54,1.82,0.25,0.91,-0.03
908.543,1.82,0.25,0.91,-0.03
908.547,1.82,0.25,0.91,-0.03
908.551,1.82,0.25,0.91,-0.03
908.554,1.82,0.25,0.91,-0.03
908.558,1.82,0.25,0.91,-0.03
908.562,1.82,0.25,0.91,-0.03
908.566,1.82,0.25,0.91,-0.03
908.569,1.82,0.25,0.91,-0.03
908.573,1.82,0.25,0.91,-0.03
908.577,1.82,0.25,0.91,-0.03
908.58,1.82,0.25,0.91,-0.03
908.584,1.82,0.25,0.91,-0.03
908.588,1.82,0.25,0.91,-0.03
908.591,1.82,0.25,0.91,-0.03
908.595,1.82,0.25,0.91,-0.03
908.599,1.82,0.25,0.91,-0.03
908.603,1.82,0.25,0.91,-0.03
908.606,1.82,0.25,0.91,-0.03
908.61,1.82,0.25,0.91,-0.03
908.614,1.82,0.25,0.91,-0.03
908.617,1.82,0.25,0.91,-0.03
908.621,1.82,0.25,0.91,-0.03
908.625,1.82,0.25,0.91,-0.03
908.628,1.82,0.25,0.91,-0.03
908.632,1.82,0.25,0.91,-0.03
908.636,1.82,0.25,0.91,-0.03
908.64,1.82,0.25,0.91,-0.03
908.643,1.82,0.25,0.91,-0.03
908.647,1.82,0.25,0.91,-0.03
908.651,1.82,0.25,0.91,-0.03
908.654,1.82,0.25,0.91,-0.03
908.658,1.82,0.25,0.91,-0.03
908.662,1.82,0.25,0.91,-0.03
908.665,1.82,0.25,0.91,-0.03
908.669,1.82,0.25,0.91,-0.03
908.673,1.82,0.25,0.91,-0.03
908.676,1.82,0.25,0.91,-0.03
908.68,1.82,0.25,0.91,-0.03
908.684,1.82,0.25,0.91,-0.03
908.688,1.82,0.25,0.91,-0.03
908.691,1.82,0.25,0.91,-0.03
908.695,1.82,0.25,0.91,-0.03
908.699,1.82,0.25,0.91,-0.03
908.702,1.82,0.25,0.91,-0.03
908.706,1.82,0.25,0.91,-0.03
908.71,1.82,0.25,0.91,-0.03
908.713,1.82,0.25,0.91,-0.03
908.717,1.82,0.25,0.91,-0.03
908.721,1.82,0.25,0.91,-0.03
908.725,1.82,0.25,0.91,-0.03
908.728,1.82,0.25,0.91,-0.03
908.732,1.82,0.25,0.91,-0.03
908.736,1.82,0.25,0.91,-0.03
908.739,1.82,0.25,0.91,-0.03
908.743,1.82,0.25,0.91,-0.03
908.747,1.82,0.25,0.91,-0.03
908.75,1.82,0.25,0.91,-0.03
908.754,1.82,0.25,0.91,-0.03
908.758,1.82,0.25,0.91,-0.03
908.761,1.82,0.25,0.91,-0.03
908.765,1.82,0.25,0.91,-0.03
908.769,1.82,0.25,0.91,-0.03
908.773,1.82,0.25,0.91,-0.03
908.776,1.82,0.25,0.91,-0.03
908.78,1.82,0.25,0.91,-0.03
908.784,1.82,0.25,0.91,-0.03
908.787,1.82,0.25,0.91,-0.03
908.791,1.82,0.25,0.91,-0.03
908.795,1.82,0.25,0.91,-0.03
908.798,1.82,0.25,0.91,-0.03
908.802,1.82,0.25,0.91,-0.03
908.806,1.82,0.25,0.91,-0.03
908.81,1.82,0.25,0.91,-0.03
908.813,1.82,0.25,0.91,-0.03
908.817,1.82,0.25,0.91,-0.03
908.821,1.82,0.25,0.91,-0.03
908.824,1.82,0.25,0.91,-0.03
908.828,1.82,0.25,0.91,-0.03
908.832,1.82,0.25,0.91,-0.03
908.835,1.82,0.25,0.91,-0.03
908.839,1.82,0.25,0.91,-0.03
908.843,1.82,0.25,0.91,-0.03
908.846,1.82,0.24,0.91,-0.03
908.85,1.82,0.24,0.91,-0.03
908.854,1.82,0.24,0.91,-0.03
908.858,1.82,0.24,0.91,-0.03
908.861,1.82,0.24,0.91,-0.03
908.865,1.82,0.24,0.91,-0.03
908.869,1.82,0.24,0.91,-0.03
908.872,1.82,0.24,0.91,-0.03
908.876,1.82,0.24,0.91,-0.03
908.88,1.82,0.25,0.91,-0.03
908.883,1.82,0.24,0.91,-0.03
908.887,1.82,0.25,0.91,-0.03
908.891,1.82,0.25,0.91,-0.03
908.895,1.82,0.25,0.91,-0.03
908.898,1.82,0.25,0.91,-0.03
908.902,1.82,0.25,0.91,-0.03
908.906,1.82,0.25,0.91,-0.03
908.909,1.82,0.24,0.91,-0.03
908.913,1.82,0.24,0.91,-0.03
908.917,1.82,0.24,0.91,-0.03
908.92,1.82,0.24,0.91,-0.03
908.924,1.82,0.24,0.91,-0.03
908.928,1.82,0.24,0.91,-0.03
908.931,1.82,0.24,0.91,-0.03
908.935,1.82,0.24,0.91,-0.03
908.939,1.82,0.24,0.91,-0.03
908.943,1.82,0.24,0.91,-0.03
908.946,1.82,0.24,0.91,-0.03
908.95,1.82,0.24,0.91,-0.03
908.954,1.82,0.24,0.91,-0.03
908.957,1.82,0.24,0.91,-0.03
908.961,1.82,0.25,0.91,-0.03
908.965,1.82,0.25,0.91,-0.03
908.968,1.82,0.25,0.91,-0.03
908.972,1.82,0.25,0.91,-0.03
908.976,1.82,0.25,0.91,-0.03
908.98,1.82,0.25,0.91,-0.03
908.983,1.82,0.25,0.91,-0.03
908.987,1.82,0.25,0.91,-0.03
908.991,1.82,0.25,0.91,-0.03
908.994,1.82,0.25,0.91,-0.03
908.998,1.82,0.25,0.91,-0.03
909.002,1.82,0.25,0.91,-0.03
909.005,1.82,0.25,0.91,-0.03
909.009,1.82,0.25,0.91,-0.03
909.013,1.82,0.25,0.91,-0.03
909.016,1.82,0.25,0.91,-0.03
909.02,1.82,0.25,0.91,-0.03
909.024,1.82,0.25,0.91,-0.03
909.028,1.82,0.25,0.91,-0.03
909.031,1.82,0.25,0.91,-0.03
909.035,1.82,0.25,0.91,-0.03
909.039,1.82,0.25,0.91,-0.03
909.042,1.82,0.25,0.91,-0.03
909.046,1.82,0.25,0.91,-0.03
909.05,1.82,0.25,0.91,-0.03
909.053,1.82,0.25,0.91,-0.03
909.057,1.82,0.25,0.91,-0.03
909.061,1.82,0.25,0.91,-0.03
909.065,1.82,0.25,0.91,-0.03
909.068,1.82,0.25,0.91,-0.03
909.072,1.82,0.25,0.91,-0.03
909.076,1.82,0.25,0.91,-0.03
909.079,1.82,0.25,0.91,-0.03
909.083,1.82,0.25,0.91,-0.03
909.087,1.82,0.25,0.91,-0.03
909.09,1.82,0.25,0.91,-0.03
909.094,1.82,0.24,0.91,-0.03
909.098,1.82,0.24,0.91,-0.03
909.101,1.82,0.24,0.91,-0.03
909.105,1.82,0.24,0.91,-0.03
909.109,1.82,0.24,0.91,-0.03
909.113,1.82,0.24,0.91,-0.03
909.116,1.82,0.24,0.91,-0.03
909.12,1.82,0.24,0.91,-0.03
909.124,1.81,0.24,0.91,-0.03
909.127,1.81,0.24,0.91,-0.03
909.131,1.81,0.24,0.91,-0.03
909.135,1.81,0.24,0.91,-0.03
909.138,1.81,0.24,0.91,-0.03
909.142,1.81,0.24,0.91,-0.03
909.146,1.81,0.24,0.91,-0.03
909.15,1.81,0.24,0.91,-0.03
909.153,1.81,0.24,0.91,-0.03
909.157,1.81,0.24,0.91,-0.03
909.161,1.81,0.24,0.91,-0.03
909.164,1.81,0.24,0.91,-0.03
909.168,1.81,0.24,0.91,-0.03
909.172,1.82,0.24,0.91,-0.03
909.175,1.82,0.24,0.91,-0.03
909.179,1.82,0.24,0.91,-0.03
909.183,1.82,0.24,0.91,-0.03
909.186,1.82,0.24,0.91,-0.03
909.19,1.82,0.24,0.91,-0.03
909.194,1.82,0.24,0.91,-0.03
909.198,1.82,0.24,0.91,-0.03
909.201,1.82,0.24,0.91,-0.03
909.205,1.82,0.24,0.91,-0.03
909.209,1.82,0.24,0.91,-0.03
909.212,1.82,0.24,0.91,-0.03
909.216,1.82,0.24,0.91,-0.03
909.22,1.82,0.24,0.91,-0.03
909.223,1.82,0.24,0.91,-0.03
909.227,1.82,0.24,0.91,-0.03
909.231,1.82,0.25,0.91,-0.03
909.235,1.82,0.24,0.91,-0.03
909.238,1.82,0.25,0.91,-0.03
909.242,1.82,0.25,0.91,-0.03
909.246,1.82,0.25,0.91,-0.03
909.249,1.82,0.25,0.91,-0.03
909.253,1.82,0.25,0.91,-0.03
909.257,1.82,0.25,0.91,-0.03
909.26,1.82,0.25,0.91,-0.03
909.264,1.82,0.25,0.91,-0.03
909.268,1.82,0.25,0.91,-0.03
909.271,1.82,0.25,0.91,-0.03
909.275,1.82,0.25,0.91,-0.03
909.279,1.82,0.25,0.91,-0.03
909.283,1.82,0.25,0.91,-0.03
909.286,1.82,0.25,0.91,-0.03
909.29,1.82,0.25,0.91,-0.03
909.294,1.82,0.25,0.91,-0.03
909.297,1.82,0.25,0.91,-0.03
909.301,1.82,0.25,0.91,-0.03
909.305,1.82,0.25,0.91,-0.03
909.308,1.82,0.25,0.91,-0.03
909.312,1.83,0.25,0.91,-0.03
909.316,1.83,0.25,0.91,-0.03
909.32,1.83,0.25,0.91,-0.03
909.323,1.83,0.25,0.91,-0.03
909.327,1.83,0.25,0.91,-0.03
909.331,1.83,0.25,0.91,-0.03
909.334,1.83,0.25,0.91,-0.03
909.338,1.83,0.25,0.91,-0.03
909.342,1.83,0.25,0.91,-0.03
909.345,1.83,0.25,0.91,-0.03
909.349,1.83,0.25,0.91,-0.03
909.353,1.83,0.25,0.91,-0.03
909.357,1.83,0.25,0.91,-0.03
909.36,1.83,0.25,0.91,-0.03
909.364,1.83,0.25,0.91,-0.03
909.368,1.83,0.25,0.91,-0.03
909.371,1.83,0.25,0.91,-0.03
909.375,1.83,0.25,0.91,-0.03
909.379,1.83,0.25,0.91,-0.03
909.382,1.83,0.25,0.91,-0.03
909.386,1.83,0.25,0.91,-0.03
909.39,1.83,0.25,0.91,-0.03
909.393,1.83,0.25,0.91,-0.03
909.397,1.83,0.25,0.91,-0.03
909.401,1.83,0.25,0.91,-0.03
909.405,1.83,0.25,0.91,-0.03
909.408,1.83,0.25,0.91,-0.03
909.412,1.83,0.25,0.91,-0.03
909.416,1.83,0.25,0.91,-0.03
909.419,1.83,0.25,0.91,-0.03
909.423,1.83,0.25,0.91,-0.03
909.427,1.83,0.25,0.91,-0.03
909.43,1.83,0.25,0.91,-0.03
909.434,1.83,0.25,0.91,-0.03
909.438,1.83,0.25,0.91,-0.03
909.441,1.83,0.25,0.91,-0.03
909.445,1.83,0.25,0.91,-0.03
909.449,1.83,0.25,0.91,-0.03
909.453,1.83,0.25,0.91,-0.03
909.456,1.83,0.25,0.91,-0.03
909.46,1.83,0.25,0.91,-0.03
909.464,1.83,0.25,0.91,-0.03
909.467,1.83,0.25,0.91,-0.03
909.471,1.83,0.25,0.91,-0.03
909.475,1.83,0.25,0.91,-0.03
909.478,1.83,0.25,0.91,-0.03
909.482,1.83,0.25,0.91,-0.03
909.486,1.83,0.25,0.91,-0.03
909.49,1.83,0.25,0.91,-0.03
909.493,1.83,0.25,0.91,-0.03
909.497,1.83,0.25,0.91,-0.03
909.501,1.83,0.25,0.91,-0.03
909.504,1.83,0.25,0.91,-0.03
909.508,1.83,0.25,0.91,-0.03
909.512,1.83,0.25,0.91,-0.03
909.515,1.83,0.25,0.91,-0.03
909.519,1.83,0.25,0.91,-0.03
909.523,1.83,0.25,0.91,-0.03
909.526,1.83,0.25,0.91,-0.03
909.53,1.83,0.25,0.91,-0.03
909.534,1.83,0.25,0.91,-0.03
909.538,1.83,0.25,0.91,-0.03
909.541,1.83,0.25,0.91,-0.03
909.545,1.83,0.25,0.91,-0.03
909.549,1.83,0.25,0.91,-0.03
909.552,1.83,0.25,0.91,-0.03
909.556,1.83,0.25,0.91,-0.03
909.56,1.83,0.25,0.91,-0.03
909.563,1.83,0.25,0.91,-0.03
909.567,1.83,0.25,0.91,-0.03
909.571,1.83,0.25,0.91,-0.03
909.575,1.83,0.25,0.91,-0.03
909.578,1.83,0.25,0.91,-0.03
909.582,1.83,0.25,0.91,-0.03
909.586,1.83,0.25,0.91,-0.03
909.589,1.83,0.25,0.91,-0.03
909.593,1.82,0.25,0.91,-0.03
909.597,1.82,0.25,0.91,-0.03
909.6,1.82,0.25,0.91,-0.03
909.604,1.82,0.25,0.91,-0.03
909.608,1.82,0.25,0.91,-0.03
909.611,1.82,0.25,0.91,-0.03
909.615,1.82,0.25,0.91,-0.03
909.619,1.82,0.25,0.91,-0.03
909.623,1.82,0.25,0.91,-0.03
909.626,1.82,0.25,0.91,-0.03
909.63,1.82,0.25,0.91,-0.03
909.634,1.82,0.25,0.91,-0.03
909.637,1.82,0.25,0.91,-0.03
909.641,1.82,0.25,0.91,-0.03
909.645,1.82,0.25,0.91,-0.03
909.648,1.82,0.25,0.91,-0.03
909.652,1.83,0.25,0.91,-0.03
909.656,1.83,0.25,0.91,-0.03
909.66,1.83,0.25,0.91,-0.03
909.663,1.83,0.25,0.91,-0.03
909.667,1.83,0.25,0.91,-0.03
909.671,1.83,0.25,0.91,-0.03
909.674,1.83,0.25,0.91,-0.03
909.678,1.83,0.25,0.91,-0.03
909.682,1.83,0.25,0.91,-0.03
909.685,1.83,0.25,0.91,-0.03
909.689,1.83,0.25,0.91,-0.03
909.693,1.83,0.25,0.91,-0.03
909.696,1.83,0.25,0.91,-0.03
909.7,1.83,0.25,0.91,-0.03
909.704,1.83,0.25,0.91,-0.03
909.708,1.83,0.25,0.91,-0.03
909.711,1.83,0.25,0.91,-0.03
909.715,1.83,0.25,0.91,-0.03
909.719,1.83,0.25,0.91,-0.03
909.722,1.82,0.25,0.91,-0.03
909.726,1.82,0.25,0.91,-0.03
909.73,1.82,0.25,0.91,-0.03
909.733,1.82,0.25,0.91,-0.03
909.737,1.82,0.25,0.91,-0.03
909.741,1.82,0.25,0.91,-0.03
909.745,1.82,0.25,0.91,-0.03
909.748,1.82,0.25,0.91,-0.03
909.752,1.82,0.25,0.91,-0.03
909.756,1.82,0.25,0.91,-0.03
909.759,1.82,0.25,0.91,-0.03
909.763,1.82,0.25,0.91,-0.03
909.767,1.82,0.25,0.91,-0.03
909.77,1.82,0.25,0.91,-0.03
909.774,1.82,0.25,0.91,-0.03
909.778,1.82,0.25,0.91,-0.03
909.782,1.82,0.25,0.91,-0.03
909.785,1.82,0.25,0.91,-0.03
909.789,1.82,0.25,0.91,-0.03
909.793,1.82,0.25,0.91,-0.03
909.796,1.82,0.25,0.91,-0.03
909.8,1.82,0.25,0.91,-0.03
909.804,1.82,0.25,0.91,-0.03
909.807,1.82,0.25,0.91,-0.03
909.811,1.82,0.25,0.91,-0.03
909.815,1.82,0.25,0.91,-0.03
909.819,1.82,0.25,0.91,-0.03
909.822,1.82,0.25,0.91,-0.03
909.826,1.82,0.24,0.91,-0.03
909.83,1.82,0.25,0.91,-0.03
909.833,1.82,0.24,0.91,-0.03
909.837,1.82,0.25,0.91,-0.03
909.841,1.82,0.25,0.91,-0.03
909.844,1.82,0.25,0.91,-0.03
909.848,1.82,0.25,0.91,-0.03
909.852,1.82,0.25,0.91,-0.03
909.855,1.82,0.25,0.91,-0.03
909.859,1.82,0.25,0.91,-0.03
909.863,1.82,0.25,0.91,-0.03
909.867,1.82,0.25,0.91,-0.03
909.87,1.82,0.25,0.91,-0.03
909.874,1.82,0.24,0.91,-0.03
909.878,1.82,0.24,0.91,-0.03
909.881,1.82,0.24,0.91,-0.03
909.885,1.82,0.24,0.91,-0.03
909.889,1.82,0.24,0.91,-0.03
909.892,1.82,0.24,0.91,-0.03
909.896,1.82,0.24,0.91,-0.03
909.9,1.82,0.24,0.91,-0.03
909.904,1.82,0.24,0.91,-0.03
909.907,1.82,0.24,0.91,-0.03
909.911,1.82,0.24,0.91,-0.03
909.915,1.82,0.25,0.91,-0.03
909.918,1.82,0.25,0.91,-0.03
909.922,1.82,0.25,0.91,-0.03
909.926,1.82,0.25,0.91,-0.03
909.929,1.82,0.25,0.91,-0.03
909.933,1.82,0.25,0.91,-0.03
909.937,1.82,0.25,0.91,-0.03
909.94,1.82,0.25,0.91,-0.03
909.944,1.82,0.25,0.91,-0.03
909.948,1.82,0.25,0.91,-0.03
909.952,1.82,0.25,0.91,-0.03
909.955,1.82,0.25,0.91,-0.03
909.959,1.82,0.25,0.91,-0.03
909.963,1.82,0.25,0.91,-0.03
909.966,1.82,0.25,0.91,-0.03
909.97,1.82,0.25,0.91,-0.03
909.974,1.82,0.25,0.91,-0.03
909.977,1.82,0.25,0.91,-0.03
909.981,1.82,0.25,0.91,-0.03
909.985,1.82,0.25,0.91,-0.03
909.989,1.82,0.25,0.91,-0.03
909.992,1.82,0.25,0.91,-0.03
909.996,1.82,0.25,0.91,-0.03
910.0,1.82,0.25,0.91,-0.03
910.003,1.82,0.25,0.91,-0.03
910.007,1.82,0.25,0.91,-0.03
910.011,1.82,0.25,0.91,-0.03
910.014,1.82,0.25,0.91,-0.03
910.018,1.82,0.25,0.91,-0.03
910.022,1.82,0.25,0.91,-0.03
910.025,1.82,0.25,0.91,-0.03
910.029,1.82,0.25,0.91,-0.03
910.033,1.82,0.25,0.91,-0.03
910.037,1.82,0.25,0.91,-0.03
910.04,1.82,0.25,0.91,-0.03
910.044,1.82,0.25,0.91,-0.03
910.048,1.82,0.25,0.91,-0.03
910.051,1.82,0.25,0.91,-0.03
910.055,1.82,0.25,0.91,-0.03
910.059,1.82,0.25,0.91,-0.03
910.062,1.82,0.25,0.91,-0.03
910.066,1.82,0.25,0.91,-0.03
910.07,1.82,0.25,0.91,-0.03
910.074,1.82,0.25,0.91,-0.03
910.077,1.82,0.25,0.91,-0.03
910.081,1.82,0.25,0.91,-0.03
910.085,1.82,0.25,0.91,-0.03
910.088,1.82,0.25,0.91,-0.03
910.092,1.82,0.25,0.91,-0.03
910.096,1.82,0.25,0.91,-0.03
910.099,1.82,0.25,0.91,-0.03
910.103,1.82,0.25,0.91,-0.03
910.107,1.82,0.25,0.91,-0.03
910.11,1.82,0.25,0.91,-0.03
910.114,1.82,0.25,0.91,-0.03
910.118,1.82,0.25,0.91,-0.03
910.122,1.82,0.25,0.91,-0.03
910.125,1.82,0.25,0.91,-0.03
910.129,1.82,0.25,0.91,-0.03
910.133,1.82,0.25,0.91,-0.03
910.136,1.82,0.25,0.91,-0.03
910.14,1.82,0.25,0.91,-0.03
910.144,1.82,0.25,0.91,-0.03
910.147,1.82,0.25,0.91,-0.03
910.151,1.82,0.25,0.91,-0.03
910.155,1.82,0.25,0.91,-0.03
910.159,1.82,0.25,0.91,-0.03
910.162,1.82,0.25,0.91,-0.03
910.166,1.82,0.25,0.91,-0.03
910.17,1.82,0.25,0.91,-0.03
910.173,1.82,0.25,0.91,-0.03
910.177,1.82,0.25,0.91,-0.03
910.181,1.83,0.25,0.91,-0.03
910.184,1.83,0.25,0.91,-0.03
910.188,1.83,0.25,0.91,-0.03
910.192,1.83,0.25,0.91,-0.03
910.195,1.83,0.25,0.91,-0.03
910.199,1.83,0.25,0.91,-0.03
910.203,1.83,0.25,0.91,-0.03
910.207,1.83,0.25,0.91,-0.03
910.21,1.83,0.25,0.91,-0.03
910.214,1.83,0.25,0.91,-0.03
910.218,1.83,0.25,0.91,-0.03
910.221,1.83,0.25,0.91,-0.03
910.225,1.83,0.25,0.91,-0.03
910.229,1.83,0.25,0.91,-0.03
910.232,1.82,0.25,0.91,-0.03
910.236,1.82,0.25,0.91,-0.03
910.24,1.82,0.25,0.91,-0.03
910.244,1.82,0.25,0.91,-0.03
910.247,1.82,0.25,0.91,-0.03
910.251,1.82,0.25,0.91,-0.03
910.255,1.82,0.25,0.91,-0.03
910.258,1.82,0.25,0.91,-0.03
910.262,1.82,0.25,0.91,-0.03
910.266,1.82,0.25,0.91,-0.03
910.269,1.82,0.25,0.91,-0.03
910.273,1.82,0.25,0.91,-0.03
910.277,1.82,0.25,0.91,-0.03
910.28,1.83,0.25,0.91,-0.03
910.284,1.83,0.25,0.91,-0.03
910.288,1.83,0.25,0.91,-0.03
910.292,1.83,0.25,0.91,-0.03
910.295,1.83,0.25,0.91,-0.03
910.299,1.83,0.25,0.91,-0.03
910.303,1.83,0.25,0.91,-0.03
910.306,1.83,0.25,0.91,-0.03
910.31,1.83,0.25,0.91,-0.03
910.314,1.83,0.25,0.91,-0.03
910.317,1.83,0.25,0.91,-0.03
910.321,1.83,0.25,0.91,-0.03
910.325,1.83,0.25,0.91,-0.03
910.329,1.83,0.25,0.91,-0.03
910.332,1.83,0.25,0.91,-0.03
910.336,1.83,0.25,0.91,-0.03
910.34,1.83,0.25,0.91,-0.03
910.343,1.83,0.25,0.91,-0.03
910.347,1.83,0.25,0.91,-0.03
910.351,1.83,0.25,0.91,-0.03
910.354,1.83,0.25,0.91,-0.03
910.358,1.83,0.25,0.91,-0.03
910.362,1.83,0.25,0.91,-0.03
910.366,1.83,0.25,0.91,-0.03
910.369,1.83,0.25,0.91,-0.03
910.373,1.83,0.25,0.91,-0.03
910.377,1.83,0.25,0.91,-0.03
910.38,1.83,0.25,0.91,-0.03
910.384,1.83,0.25,0.91,-0.03
910.388,1.83,0.25,0.91,-0.03
910.391,1.83,0.25,0.91,-0.03
910.395,1.83,0.25,0.91,-0.03
910.399,1.83,0.25,0.91,-0.03
910.402,1.83,0.25,0.91,-0.03
910.406,1.83,0.25,0.91,-0.03
910.41,1.83,0.25,0.91,-0.03
910.414,1.83,0.25,0.91,-0.03
910.417,1.83,0.25,0.91,-0.03
910.421,1.83,0.25,0.91,-0.03
910.425,1.83,0.25,0.91,-0.03
910.428,1.83,0.25,0.91,-0.03
910.432,1.83,0.25,0.91,-0.03
910.436,1.83,0.25,0.91,-0.03
910.439,1.83,0.25,0.91,-0.03
910.443,1.83,0.25,0.91,-0.03
910.447,1.83,0.25,0.91,-0.03
910.451,1.83,0.25,0.91,-0.03
910.454,1.83,0.25,0.91,-0.03
910.458,1.83,0.25,0.9,-0.03
910.462,1.83,0.25,0.9,-0.03
910.465,1.83,0.25,0.9,-0.03
910.469,1.83,0.25,0.9,-0.03
910.473,1.83,0.25,0.9,-0.03
910.476,1.83,0.25,0.9,-0.03
910.48,1.83,0.25,0.9,-0.03
910.484,1.83,0.25,0.9,-0.03
910.487,1.83,0.25,0.9,-0.03
910.491,1.82,0.25,0.9,-0.03
910.495,1.82,0.25,0.9,-0.03
910.499,1.82,0.25,0.9,-0.03
910.502,1.82,0.25,0.9,-0.03
910.506,1.82,0.25,0.9,-0.03
910.51,1.82,0.25,0.91,-0.03
910.513,1.82,0.25,0.91,-0.03
910.517,1.82,0.25,0.91,-0.03
910.521,1.82,0.25,0.91,-0.03
910.524,1.82,0.25,0.91,-0.03
910.528,1.82,0.25,0.91,-0.03
910.532,1.82,0.25,0.91,-0.03
910.536,1.82,0.25,0.91,-0.03
910.539,1.82,0.25,0.91,-0.03
910.543,1.82,0.25,0.91,-0.03
910.547,1.82,0.25,0.91,-0.03
910.55,1.82,0.25,0.91,-0.03
910.554,1.82,0.25,0.91,-0.03
910.558,1.82,0.25,0.91,-0.03
910.561,1.82,0.25,0.91,-0.03
910.565,1.82,0.25,0.91,-0.03
910.569,1.82,0.25,0.91,-0.03
910.572,1.82,0.25,0.91,-0.03
910.576,1.82,0.25,0.91,-0.03
910.58,1.82,0.25,0.91,-0.03
910.584,1.82,0.25,0.91,-0.03
910.587,1.82,0.25,0.91,-0.03
910.591,1.82,0.25,0.91,-0.03
910.595,1.82,0.25,0.91,-0.03
910.598,1.82,0.25,0.91,-0.03
910.602,1.82,0.25,0.91,-0.03
910.606,1.82,0.25,0.91,-0.03
910.609,1.82,0.25,0.91,-0.03
910.613,1.82,0.25,0.91,-0.03
910.617,1.82,0.25,0.91,-0.03
910.62,1.82,0.25,0.91,-0.03
910.624,1.82,0.25,0.91,-0.03
910.628,1.82,0.25,0.91,-0.03
910.632,1.82,0.25,0.91,-0.03
910.635,1.82,0.25,0.91,-0.03
910.639,1.82,0.25,0.91,-0.03
910.643,1.82,0.25,0.91,-0.03
910.646,1.83,0.25,0.91,-0.03
910.65,1.83,0.25,0.91,-0.03
910.654,1.83,0.25,0.91,-0.03
910.657,1.83,0.25,0.91,-0.03
910.661,1.83,0.25,0.91,-0.03
910.665,1.83,0.25,0.91,-0.03
910.669,1.83,0.25,0.91,-0.03
910.672,1.83,0.25,0.91,-0.03
910.676,1.83,0.25,0.91,-0.03
910.68,1.83,0.25,0.91,-0.03
910.683,1.83,0.25,0.91,-0.03
910.687,1.83,0.25,0.91,-0.03
910.691,1.83,0.25,0.91,-0.03
910.694,1.83,0.25,0.91,-0.03
910.698,1.83,0.25,0.91,-0.03
910.702,1.83,0.25,0.91,-0.03
910.705,1.83,0.25,0.91,-0.03
910.709,1.83,0.25,0.91,-0.03
910.713,1.83,0.25,0.91,-0.03
910.717,1.83,0.25,0.91,-0.03
910.72,1.83,0.25,0.91,-0.03
910.724,1.82,0.25,0.91,-0.03
910.728,1.82,0.25,0.91,-0.03
910.731,1.82,0.25,0.91,-0.03
910.735,1.82,0.25,0.91,-0.03
910.739,1.82,0.25,0.91,-0.03
910.742,1.82,0.25,0.91,-0.03
910.746,1.82,0.25,0.91,-0.03
910.75,1.82,0.25,0.91,-0.03
910.754,1.82,0.25,0.91,-0.03
910.757,1.82,0.25,0.91,-0.03
910.761,1.82,0.25,0.91,-0.03
910.765,1.82,0.25,0.91,-0.03
910.768,1.82,0.25,0.91,-0.03
910.772,1.82,0.25,0.91,-0.03
910.776,1.82,0.25,0.91,-0.03
910.779,1.82,0.25,0.91,-0.03
910.783,1.82,0.25,0.91,-0.03
910.787,1.82,0.25,0.91,-0.03
910.791,1.83,0.25,0.91,-0.03
910.794,1.83,0.25,0.91,-0.03
910.798,1.83,0.25,0.91,-0.03
910.802,1.83,0.25,0.91,-0.03
910.805,1.83,0.25,0.91,-0.03
910.809,1.83,0.25,0.91,-0.03
910.813,1.83,0.25,0.91,-0.03
910.816,1.83,0.25,0.91,-0.03
910.82,1.83,0.25,0.91,-0.03
910.824,1.83,0.25,0.91,-0.03
910.827,1.83,0.25,0.91,-0.03
910.831,1.83,0.25,0.91,-0.03
910.835,1.83,0.25,0.91,-0.03
910.839,1.83,0.25,0.91,-0.03
910.842,1.83,0.25,0.91,-0.03
910.846,1.83,0.25,0.91,-0.03
910.85,1.83,0.25,0.91,-0.03
910.853,1.83,0.25,0.91,-0.03
910.857,1.83,0.25,0.91,-0.03
910.861,1.83,0.25,0.91,-0.03
910.864,1.83,0.25,0.91,-0.03
910.868,1.83,0.25,0.91,-0.03
910.872,1.83,0.25,0.91,-0.03
910.876,1.83,0.25,0.91,-0.03
910.879,1.83,0.25,0.91,-0.03
910.883,1.82,0.25,0.91,-0.03
910.887,1.82,0.25,0.91,-0.03
910.89,1.82,0.25,0.91,-0.03
910.894,1.82,0.25,0.91,-0.03
910.898,1.82,0.25,0.91,-0.03
910.901,1.82,0.25,0.91,-0.03
910.905,1.82,0.25,0.91,-0.03
910.909,1.82,0.25,0.91,-0.03
910.912,1.82,0.25,0.91,-0.03
910.916,1.82,0.25,0.91,-0.03
910.92,1.82,0.25,0.91,-0.03
910.924,1.82,0.25,0.91,-0.03
910.927,1.82,0.25,0.91,-0.03
910.931,1.82,0.25,0.91,-0.03
910.935,1.82,0.25,0.91,-0.03
910.938,1.82,0.25,0.91,-0.03
